x1km_square,species,n_observed
SN0732,Halictus confusus,0
SN0732,Halictus eurygnathus,0
SN0732,Halictus rubicundus,1
SN0732,Halictus tumulorum,0
SN0732,Helophilus hybridus,0
SN0732,Helophilus pendulus,2
SN0732,Helophilus trivittatus,1
SN0732,Hylaeus brevicornis,0
SN0732,Hylaeus communis,0
SN0732,Hylaeus confusus,0
SN0732,Hylaeus dilatatus,0
SN0732,Hylaeus hyalinatus,0
SN0732,Hylaeus pectoralis,0
SN0732,Lasioglossum albipes,0
SN0732,Lasioglossum calceatum,0
SN0732,Lasioglossum cupromicans,0
SN0732,Lasioglossum fratellum,0
SN0732,Lasioglossum fulvicorne,0
SN0732,Lasioglossum laevigatum,0
SN0732,Lasioglossum lativentre,0
SN0732,Lasioglossum leucopus,0
SN0732,Lasioglossum leucozonium,0
SN0732,Lasioglossum malachurum,0
SN0732,Lasioglossum minutissimum,0
SN0732,Lasioglossum morio,0
SN0732,Lasioglossum parvulum,0
SN0732,Lasioglossum pauperatum,0
SN0732,Lasioglossum pauxillum,0
SN0732,Lasioglossum punctatissimum,0
SN0732,Lasioglossum puncticolle,0
SN0732,Lasioglossum quadrinotatum,0
SN0732,Lasioglossum rufitarse,0
SN0732,Lasioglossum smeathmanellum,0
SN0732,Lasioglossum villosulum,0
SN0732,Lasioglossum xanthopus,0
SN0732,Lasioglossum zonulum,0
SN0732,Lejogaster metallina,0
SN0732,Leucozona glaucia,0
SN0732,Leucozona laternaria,0
SN0732,Macropis europaea,0
SN0732,Megachile centuncularis,0
SN0732,Megachile ligniseca,0
SN0732,Megachile versicolor,0
SN0732,Megachile willughbiella,0
SN0732,Melangyna cincta,0
SN0732,Melangyna labiatarum,0
SN0732,Melangyna lasiophthalma,0
SN0732,Melangyna umbellatarum,0
SN0732,Melanogaster aerosa,0
SN0732,Melanogaster hirtella,1
SN0732,Melanostoma form,0
SN0732,Melanostoma mellinum,6
SN0732,Melanostoma scalare,0
SN0732,Meliscaeva auricollis,0
SN0732,Meliscaeva cinctella,0
SN0732,Melitta leporina,0
SN0732,Merodon equestris,0
SN0732,Myathropa florea,0
SN0732,Neoascia geniculata,0
SN0732,Neoascia meticulosa,0
SN0732,Neoascia podagrica,2
SN0732,Neoascia tenur,2
SN0732,Nomada fabriciana,0
SN0732,Nomada flava,0
SN0732,Nomada flavoguttata,0
SN0732,Nomada flavopicta,0
SN0732,Nomada fucata,0
SN0732,Nomada goodeniana,0
SN0732,Nomada lathburiana,0
SN0732,Nomada marshamella,0
SN0732,Nomada obtusifrons,0
SN0732,Nomada panzeri,0
SN0732,Nomada ruficornis,0
SN0732,Nomada striata,0
SN0732,Orthonevra nobilis,0
SN0732,Osmia bicolor,0
SN0732,Osmia bicornis,0
SN0732,Osmia caerulescens,0
SN0732,Osmia leaiana,0
SN0732,Osmia spinulosa,0
SN0732,Panurgus banksianus,0
SN0732,Panurgus calcaratus,0
SN0732,Parasyrphus punctulatus,0
SN0732,Parhelophilus frutetorum,0
SN0732,Parhelophilus versicolor,0
SN0732,Pipiza bimaculata,0
SN0732,Pipizella viduata,0
SN0732,Platycheirus albimanus,3
SN0732,Platycheirus clypeatus,0
SN0732,Platycheirus granditarsus,6
SN0732,Platycheirus manicatus,1
SN0732,Platycheirus nielseni,0
SN0732,Platycheirus peltatus,0
SN0732,Platycheirus ramsarensis,1
SN0732,Platycheirus rosarum,0
SN0732,Platycheirus scutatus,1
SN0732,Platycheirus tarsalis,0
SN0732,Rhingia campestris,2
SN0732,Rhingia rostrata,0
SN0732,Riponnensia splendens,0
SN0732,Scaeva pyrastri,0
SN0732,Scaeva selenitica,0
SN0732,Sericomyia lappona,0
SN0732,Sericomyia silentis,6
SN0732,Sericomyia superbiens,0
SN0732,Sphaerophoria fatarum,4
SN0732,Sphaerophoria interrupta,3
SN0732,Sphaerophoria philanthus,0
SN0732,Sphaerophoria rueppellii,0
SN0732,Sphaerophoria scripta,0
SN0732,Sphaerophoria taeniata,0
SN0732,Sphecodes crassus,0
SN0732,Sphecodes ephippius,0
SN0732,Sphecodes ferruginatus,0
SN0732,Sphecodes geoffrellus,0
SN0732,Sphecodes monilicornis,0
SN0732,Sphecodes niger,0
SN0732,Sphegina clunipes,0
SN0732,Syritta pipiens,0
SN0732,Syrphus rectus,0
SN0732,Syrphus ribesii,8
SN0732,Syrphus torvus,4
SN0732,Syrphus vitripennis,0
SN0732,Tropidia scita,0
SN0732,Volucella bombylans,1
SN0732,Volucella inanis,0
SN0732,Volucella inflata,0
SN0732,Volucella pellucens,0
SN0732,Xanthogramma pedissequum,0
SN0732,Xanthogramma stackelbergi,0
SN0732,Xylota abiens,0
SN0732,Xylota jakutorum,0
SN0732,Xylota segnis,1
SN0732,Xylota sylvarum,0
SN6098,Anasimyia contracta,0
SN6098,Anasimyia lineata,0
SN6098,Anasimyia transfuga,0
SN6098,Andrena alfkenella,0
SN6098,Andrena angustior,33
SN6098,Andrena bicolor,4
SN6098,Andrena bucephala,0
SN6098,Andrena chrysosceles,0
SN6098,Andrena cineraria,0
SN6098,Andrena coitana,0
SN6098,Andrena denticulata,0
SN6098,Andrena dorsata,0
SN6098,Andrena flavipes,1
SN6098,Andrena fucata,0
SN6098,Andrena fulva,1
SN6098,Andrena haemorrhoa,0
SN6098,Andrena helvola,1
SN6098,Andrena humilis,0
SN6098,Andrena lapponica,0
SN6098,Andrena minutula,0
SN6098,Andrena nigriceps,0
SN6098,Andrena nigroaenea,0
SN6098,Andrena nitida,0
SN6098,Andrena scotica,1
SN6098,Andrena semilaevis,0
SN6098,Andrena subopaca,0
SN6098,Andrena synadelpha,0
SN6098,Andrena tarsata,0
SN6098,Andrena thoracica,0
SN6098,Andrena trimmerana,0
SN6098,Andrena wilkella,0
SN6098,Anthidium manicatum,0
SN6098,Anthophora furcata,1
SN6098,Anthophora plumipes,0
SN6098,Apis mellifera,3
SN6098,Arctophila superbiens,0
SN6098,Bombus barbutellus,0
SN6098,Bombus bohemicus,0
SN6098,Bombus campestris,0
SN6098,Bombus hortorum,10
SN6098,Bombus humilis,0
SN6098,Bombus hypnorum,0
SN6098,Bombus jonellus,0
SN6098,Bombus lapidarius,0
SN6098,Bombus lucorum,3
SN6098,Bombus monticola,0
SN6098,Bombus muscorum,0
SN6098,Bombus pascuorum,4
SN6098,Bombus pratorum,0
SN6098,Bombus ruderarius,0
SN6098,Bombus ruderatus,0
SN6098,Bombus rupestris,0
SN6098,Bombus soroeensis,0
SN6098,Bombus sylvestris,1
SN6098,Bombus terrestris,4
SN6098,Bombus vestalis,0
SN6098,Chalcosyrphus nemorum,0
SN6098,Cheilosia albitarsis,1
SN6098,Cheilosia bergenstammi,0
SN6098,Cheilosia fraterna,2
SN6098,Cheilosia illustrata,0
SN6098,Cheilosia lasiopa,0
SN6098,Cheilosia latifrons,0
SN6098,Cheilosia pagana,0
SN6098,Cheilosia proxima,0
SN6098,Cheilosia soror,0
SN6098,Cheilosia vernalis,0
SN6098,Chelostoma campanularum,0
SN6098,Chrysogaster cemiteriorum,0
SN6098,Chrysogaster virescens,0
SN6098,Chrysotoxum arcuatum,0
SN6098,Chrysotoxum bicinctum,0
SN6098,Chrysotoxum festivum,0
SN6098,Chrysotoxum verralli,0
SN6098,Coelioxys elongata,0
SN6098,Coelioxys inermis,0
SN6098,Colletes similis,0
SN6098,Colletes succinctus,0
SN6098,Dasypoda hirtipes,0
SN6098,Dasysyrphus albostriatus,2
SN6098,Dasysyrphus neovenustus,0
SN6098,Dasysyrphus tricinctus,0
SN6098,Dasysyrphus venustus,0
SN6098,Epistrophe grossulariae,0
SN6098,Episyrphus balteatus,25
SN6098,Eristalinus aeneus,0
SN6098,Eristalinus sepulchralis,0
SN6098,Eristalis abusiva,0
SN6098,Eristalis abusivus,0
SN6098,Eristalis arbustorum,12
SN6098,Eristalis horticola,2
SN6098,Eristalis intricaria,0
SN6098,Eristalis intricarius,0
SN6098,Eristalis nemorum,3
SN6098,Eristalis pertinax,2
SN6098,Eristalis rupium,0
SN6098,Eristalis tenax,10
SN6098,Eucera longicornis,0
SN6098,Eumerus funeralis,0
SN6098,Eumerus ornatus,0
SN6098,Eumerus strigatus,0
SN6098,Eupeodes corollae,13
SN6098,Eupeodes latifasciatus,7
SN6098,Eupeodes luniger,1
SN6098,Ferdinandea cuprea,1
SN6098,Halictus confusus,0
SN6098,Halictus eurygnathus,0
SN6098,Halictus rubicundus,2
SN6098,Halictus tumulorum,4
SN6098,Helophilus hybridus,2
SN6098,Helophilus pendulus,13
SN6098,Helophilus trivittatus,0
SN6098,Hylaeus brevicornis,0
SN6098,Hylaeus communis,3
SN6098,Hylaeus confusus,2
SN6098,Hylaeus dilatatus,0
SN6098,Hylaeus hyalinatus,1
SN6098,Hylaeus pectoralis,0
SN6098,Lasioglossum albipes,2
SN6098,Lasioglossum calceatum,8
SN6098,Lasioglossum cupromicans,6
SN6098,Lasioglossum fratellum,0
SN6098,Lasioglossum fulvicorne,0
SN6098,Lasioglossum laevigatum,0
SN6098,Lasioglossum lativentre,3
SN6098,Lasioglossum leucopus,0
SN6098,Lasioglossum leucozonium,0
SN6098,Lasioglossum malachurum,0
SN6098,Lasioglossum minutissimum,0
SN6098,Lasioglossum morio,10
SN6098,Lasioglossum parvulum,0
SN6098,Lasioglossum pauperatum,0
SN6098,Lasioglossum pauxillum,0
SN6098,Lasioglossum punctatissimum,16
SN6098,Lasioglossum puncticolle,0
SN6098,Lasioglossum quadrinotatum,0
SN6098,Lasioglossum rufitarse,0
SN6098,Lasioglossum smeathmanellum,0
SN6098,Lasioglossum villosulum,1
SN6098,Lasioglossum xanthopus,0
SN6098,Lasioglossum zonulum,0
SN6098,Lejogaster metallina,0
SN6098,Leucozona glaucia,0
SN6098,Leucozona laternaria,0
SN6098,Macropis europaea,0
SN6098,Megachile centuncularis,0
SN6098,Megachile ligniseca,0
SN6098,Megachile versicolor,0
SN6098,Megachile willughbiella,0
SN6098,Melangyna cincta,0
SN6098,Melangyna labiatarum,0
SN6098,Melangyna lasiophthalma,0
SN6098,Melangyna umbellatarum,0
SN6098,Melanogaster aerosa,0
SN6098,Melanogaster hirtella,5
SN6098,Melanostoma form,0
SN6098,Melanostoma mellinum,3
SN6098,Melanostoma scalare,0
SN6098,Meliscaeva auricollis,0
SN6098,Meliscaeva cinctella,1
SN6098,Melitta leporina,0
SN6098,Merodon equestris,0
SN6098,Myathropa florea,0
SN6098,Neoascia geniculata,0
SN6098,Neoascia meticulosa,0
SN6098,Neoascia podagrica,1
SN6098,Neoascia tenur,0
SN6098,Nomada fabriciana,2
SN6098,Nomada flava,0
SN6098,Nomada flavoguttata,1
SN6098,Nomada flavopicta,0
SN6098,Nomada fucata,0
SN6098,Nomada goodeniana,0
SN6098,Nomada lathburiana,0
SN6098,Nomada marshamella,0
SN6098,Nomada obtusifrons,0
SN6098,Nomada panzeri,0
SN6098,Nomada ruficornis,0
SN6098,Nomada striata,0
SN6098,Orthonevra nobilis,0
SN6098,Osmia bicolor,0
SN6098,Osmia bicornis,0
SN6098,Osmia caerulescens,0
SN6098,Osmia leaiana,0
SN6098,Osmia spinulosa,0
SN6098,Panurgus banksianus,0
SN6098,Panurgus calcaratus,0
SN6098,Parasyrphus punctulatus,0
SN6098,Parhelophilus frutetorum,0
SN6098,Parhelophilus versicolor,0
SN6098,Pipiza bimaculata,0
SN6098,Pipizella viduata,0
SN6098,Platycheirus albimanus,0
SN6098,Platycheirus clypeatus,0
SN6098,Platycheirus granditarsus,0
SN6098,Platycheirus manicatus,0
SN6098,Platycheirus nielseni,0
SN6098,Platycheirus peltatus,0
SN6098,Platycheirus ramsarensis,0
SN6098,Platycheirus rosarum,0
SN6098,Platycheirus scutatus,0
SN6098,Platycheirus tarsalis,0
SN6098,Rhingia campestris,3
SN6098,Rhingia rostrata,0
SN6098,Riponnensia splendens,0
SN6098,Scaeva pyrastri,0
SN6098,Scaeva selenitica,0
SN6098,Sericomyia lappona,0
SN6098,Sericomyia silentis,0
SN6098,Sericomyia superbiens,0
SN6098,Sphaerophoria fatarum,0
SN6098,Sphaerophoria interrupta,0
SN6098,Sphaerophoria philanthus,0
SN6098,Sphaerophoria rueppellii,0
SN6098,Sphaerophoria scripta,0
SN6098,Sphaerophoria taeniata,0
SN6098,Sphecodes crassus,0
SN6098,Sphecodes ephippius,0
SN6098,Sphecodes ferruginatus,0
SN6098,Sphecodes geoffrellus,0
SN6098,Sphecodes monilicornis,0
SN6098,Sphecodes niger,0
SN6098,Sphegina clunipes,0
SN6098,Syritta pipiens,4
SN6098,Syrphus rectus,1
SN6098,Syrphus ribesii,0
SN6098,Syrphus torvus,1
SN6098,Syrphus vitripennis,1
SN6098,Tropidia scita,0
SN6098,Volucella bombylans,0
SN6098,Volucella inanis,0
SN6098,Volucella inflata,0
SN6098,Volucella pellucens,0
SN6098,Xanthogramma pedissequum,1
SN6098,Xanthogramma stackelbergi,0
SN6098,Xylota abiens,0
SN6098,Xylota jakutorum,0
SN6098,Xylota segnis,1
SN6098,Xylota sylvarum,0
SN6185,Anasimyia contracta,0
SN6185,Anasimyia lineata,0
SN6185,Anasimyia transfuga,0
SN6185,Andrena alfkenella,0
SN6185,Andrena angustior,5
SN6185,Andrena bicolor,1
SN6185,Andrena bucephala,0
SN6185,Andrena chrysosceles,0
SN6185,Andrena cineraria,0
SN6185,Andrena coitana,0
SN6185,Andrena denticulata,0
SN6185,Andrena dorsata,0
SN6185,Andrena flavipes,0
SN6185,Andrena fucata,0
SN6185,Andrena fulva,0
SN6185,Andrena haemorrhoa,2
SN6185,Andrena helvola,0
SN6185,Andrena humilis,0
SN6185,Andrena lapponica,0
SN6185,Andrena minutula,0
SN6185,Andrena nigriceps,0
SN6185,Andrena nigroaenea,1
SN6185,Andrena nitida,0
SN6185,Andrena scotica,0
SN6185,Andrena semilaevis,0
SN6185,Andrena subopaca,0
SN6185,Andrena synadelpha,0
SN6185,Andrena tarsata,0
SN6185,Andrena thoracica,0
SN6185,Andrena trimmerana,0
SN6185,Andrena wilkella,0
SN6185,Anthidium manicatum,0
SN6185,Anthophora furcata,0
SN6185,Anthophora plumipes,0
SN6185,Apis mellifera,7
SN6185,Arctophila superbiens,0
SN6185,Bombus barbutellus,0
SN6185,Bombus bohemicus,1
SN6185,Bombus campestris,0
SN6185,Bombus hortorum,1
SN6185,Bombus humilis,0
SN6185,Bombus hypnorum,0
SN6185,Bombus jonellus,0
SN6185,Bombus lapidarius,1
SN6185,Bombus lucorum,2
SN6185,Bombus monticola,0
SN6185,Bombus muscorum,0
SN6185,Bombus pascuorum,0
SN6185,Bombus pratorum,0
SN6185,Bombus ruderarius,0
SN6185,Bombus ruderatus,0
SN6185,Bombus rupestris,0
SN6185,Bombus soroeensis,0
SN6185,Bombus sylvestris,0
SN6185,Bombus terrestris,1
SN6185,Bombus vestalis,0
SN6185,Chalcosyrphus nemorum,0
SN6185,Cheilosia albitarsis,0
SN6185,Cheilosia bergenstammi,0
SN6185,Cheilosia fraterna,0
SN6185,Cheilosia illustrata,0
SN6185,Cheilosia lasiopa,0
SN6185,Cheilosia latifrons,0
SN6185,Cheilosia pagana,0
SN6185,Cheilosia proxima,0
SN6185,Cheilosia soror,0
SN6185,Cheilosia vernalis,0
SN6185,Chelostoma campanularum,0
SN6185,Chrysogaster cemiteriorum,0
SN6185,Chrysogaster virescens,0
SN6185,Chrysotoxum arcuatum,0
SN6185,Chrysotoxum bicinctum,0
SN6185,Chrysotoxum festivum,0
SN6185,Chrysotoxum verralli,0
SN6185,Coelioxys elongata,0
SN6185,Coelioxys inermis,0
SN6185,Colletes similis,0
SN6185,Colletes succinctus,0
SN6185,Dasypoda hirtipes,0
SN6185,Dasysyrphus albostriatus,0
SN6185,Dasysyrphus neovenustus,0
SN6185,Dasysyrphus tricinctus,0
SN6185,Dasysyrphus venustus,0
SN6185,Epistrophe grossulariae,0
SN6185,Episyrphus balteatus,7
SN6185,Eristalinus aeneus,0
SN6185,Eristalinus sepulchralis,0
SN6185,Eristalis abusiva,0
SN6185,Eristalis abusivus,1
SN6185,Eristalis arbustorum,0
SN6185,Eristalis horticola,1
SN6185,Eristalis intricaria,0
SN6185,Eristalis intricarius,0
SN6185,Eristalis nemorum,4
SN6185,Eristalis pertinax,2
SN6185,Eristalis rupium,0
SN6185,Eristalis tenax,8
SN6185,Eucera longicornis,0
SN6185,Eumerus funeralis,0
SN6185,Eumerus ornatus,0
SN6185,Eumerus strigatus,0
SN6185,Eupeodes corollae,2
SN6185,Eupeodes latifasciatus,1
SN6185,Eupeodes luniger,1
SN6185,Ferdinandea cuprea,0
SN6185,Halictus confusus,0
SN6185,Halictus eurygnathus,0
SN6185,Halictus rubicundus,1
SN6185,Halictus tumulorum,5
SN6185,Helophilus hybridus,0
SN6185,Helophilus pendulus,2
SN6185,Helophilus trivittatus,0
SN6185,Hylaeus brevicornis,0
SN6185,Hylaeus communis,0
SN6185,Hylaeus confusus,0
SN6185,Hylaeus dilatatus,0
SN6185,Hylaeus hyalinatus,0
SN6185,Hylaeus pectoralis,0
SN6185,Lasioglossum albipes,0
SN6185,Lasioglossum calceatum,4
SN6185,Lasioglossum cupromicans,0
SN6185,Lasioglossum fratellum,0
SN6185,Lasioglossum fulvicorne,0
SN6185,Lasioglossum laevigatum,0
SN6185,Lasioglossum lativentre,0
SN6185,Lasioglossum leucopus,0
SN6185,Lasioglossum leucozonium,0
SN6185,Lasioglossum malachurum,0
SN6185,Lasioglossum minutissimum,0
SN6185,Lasioglossum morio,0
SN6185,Lasioglossum parvulum,0
SN6185,Lasioglossum pauperatum,0
SN6185,Lasioglossum pauxillum,0
SN6185,Lasioglossum punctatissimum,18
SN6185,Lasioglossum puncticolle,0
SN6185,Lasioglossum quadrinotatum,0
SN6185,Lasioglossum rufitarse,0
SN6185,Lasioglossum smeathmanellum,0
SN6185,Lasioglossum villosulum,1
SN6185,Lasioglossum xanthopus,0
SN6185,Lasioglossum zonulum,0
SN6185,Lejogaster metallina,0
SN6185,Leucozona glaucia,0
SN6185,Leucozona laternaria,0
SN6185,Macropis europaea,0
SN6185,Megachile centuncularis,0
SN6185,Megachile ligniseca,0
SN6185,Megachile versicolor,0
SN6185,Megachile willughbiella,0
SN6185,Melangyna cincta,0
SN6185,Melangyna labiatarum,0
SN6185,Melangyna lasiophthalma,0
SN6185,Melangyna umbellatarum,0
SN6185,Melanogaster aerosa,0
SN6185,Melanogaster hirtella,0
SN6185,Melanostoma form,0
SN6185,Melanostoma mellinum,0
SN6185,Melanostoma scalare,0
SN6185,Meliscaeva auricollis,0
SN6185,Meliscaeva cinctella,0
SN6185,Melitta leporina,0
SN6185,Merodon equestris,0
SN6185,Myathropa florea,0
SN6185,Neoascia geniculata,0
SN6185,Neoascia meticulosa,0
SN6185,Neoascia podagrica,0
SN6185,Neoascia tenur,0
SN6185,Nomada fabriciana,0
SN6185,Nomada flava,0
SN6185,Nomada flavoguttata,0
SN6185,Nomada flavopicta,0
SN6185,Nomada fucata,0
SN6185,Nomada goodeniana,0
SN6185,Nomada lathburiana,0
SN6185,Nomada marshamella,0
SN6185,Nomada obtusifrons,0
SN6185,Nomada panzeri,0
SN6185,Nomada ruficornis,0
SN6185,Nomada striata,0
SN6185,Orthonevra nobilis,0
SN6185,Osmia bicolor,0
SN6185,Osmia bicornis,0
SN6185,Osmia caerulescens,0
SN6185,Osmia leaiana,0
SN6185,Osmia spinulosa,0
SN6185,Panurgus banksianus,0
SN6185,Panurgus calcaratus,0
SN6185,Parasyrphus punctulatus,0
SN6185,Parhelophilus frutetorum,0
SN6185,Parhelophilus versicolor,0
SN6185,Pipiza bimaculata,0
SN6185,Pipizella viduata,0
SN6185,Platycheirus albimanus,1
SN6185,Platycheirus clypeatus,0
SN6185,Platycheirus granditarsus,1
SN6185,Platycheirus manicatus,0
SN6185,Platycheirus nielseni,0
SN6185,Platycheirus peltatus,0
SN6185,Platycheirus ramsarensis,0
SN6185,Platycheirus rosarum,0
SN6185,Platycheirus scutatus,0
SN6185,Platycheirus tarsalis,0
SN6185,Rhingia campestris,12
SN6185,Rhingia rostrata,0
SN6185,Riponnensia splendens,0
SN6185,Scaeva pyrastri,0
SN6185,Scaeva selenitica,0
SN6185,Sericomyia lappona,0
SN6185,Sericomyia silentis,0
SN6185,Sericomyia superbiens,0
SN6185,Sphaerophoria fatarum,0
SN6185,Sphaerophoria interrupta,0
SN6185,Sphaerophoria philanthus,0
SN6185,Sphaerophoria rueppellii,0
SN6185,Sphaerophoria scripta,0
SN6185,Sphaerophoria taeniata,0
SN6185,Sphecodes crassus,0
SN6185,Sphecodes ephippius,0
SN6185,Sphecodes ferruginatus,0
SN6185,Sphecodes geoffrellus,0
SN6185,Sphecodes monilicornis,0
SN6185,Sphecodes niger,0
SN6185,Sphegina clunipes,0
SN6185,Syritta pipiens,0
SN6185,Syrphus rectus,0
SN6185,Syrphus ribesii,3
SN6185,Syrphus torvus,0
SN6185,Syrphus vitripennis,0
SN6185,Tropidia scita,0
SN6185,Volucella bombylans,0
SN6185,Volucella inanis,0
SN6185,Volucella inflata,0
SN6185,Volucella pellucens,0
SN6185,Xanthogramma pedissequum,0
SN6185,Xanthogramma stackelbergi,0
SN6185,Xylota abiens,0
SN6185,Xylota jakutorum,0
SN6185,Xylota segnis,0
SN6185,Xylota sylvarum,0
SN6634,Anasimyia contracta,0
SN6634,Anasimyia lineata,0
SN6634,Anasimyia transfuga,0
SN6634,Andrena alfkenella,0
SN6634,Andrena angustior,12
SN6634,Andrena bicolor,10
SN6634,Andrena bucephala,0
SN6634,Andrena chrysosceles,0
SN6634,Andrena cineraria,5
SN6634,Andrena coitana,1
SN6634,Andrena denticulata,0
SN6634,Andrena dorsata,0
SN6634,Andrena flavipes,0
SN6634,Andrena fucata,0
SN6634,Andrena fulva,0
SN6634,Andrena haemorrhoa,2
SN6634,Andrena helvola,2
SN6634,Andrena humilis,0
SN6634,Andrena lapponica,0
SN6634,Andrena minutula,1
SN6634,Andrena nigriceps,0
SN6634,Andrena nigroaenea,0
SN6634,Andrena nitida,0
SN6634,Andrena scotica,1
SN6634,Andrena semilaevis,0
SN6634,Andrena subopaca,2
SN6634,Andrena synadelpha,0
SN6634,Andrena tarsata,0
SN6634,Andrena thoracica,0
SN6634,Andrena trimmerana,0
SN6634,Andrena wilkella,0
SN6634,Anthidium manicatum,0
SN6634,Anthophora furcata,0
SN6634,Anthophora plumipes,0
SN6634,Apis mellifera,16
SN6634,Arctophila superbiens,0
SN6634,Bombus barbutellus,0
SN6634,Bombus bohemicus,0
SN6634,Bombus campestris,0
SN6634,Bombus hortorum,9
SN6634,Bombus humilis,0
SN6634,Bombus hypnorum,0
SN6634,Bombus jonellus,0
SN6634,Bombus lapidarius,2
SN6634,Bombus lucorum,4
SN6634,Bombus monticola,0
SN6634,Bombus muscorum,0
SN6634,Bombus pascuorum,7
SN6634,Bombus pratorum,2
SN6634,Bombus ruderarius,0
SN6634,Bombus ruderatus,0
SN6634,Bombus rupestris,0
SN6634,Bombus soroeensis,0
SN6634,Bombus sylvestris,4
SN6634,Bombus terrestris,8
SN6634,Bombus vestalis,0
SN6634,Chalcosyrphus nemorum,0
SN6634,Cheilosia albitarsis,4
SN6634,Cheilosia bergenstammi,1
SN6634,Cheilosia fraterna,1
SN6634,Cheilosia illustrata,0
SN6634,Cheilosia lasiopa,0
SN6634,Cheilosia latifrons,0
SN6634,Cheilosia pagana,0
SN6634,Cheilosia proxima,0
SN6634,Cheilosia soror,0
SN6634,Cheilosia vernalis,0
SN6634,Chelostoma campanularum,0
SN6634,Chrysogaster cemiteriorum,0
SN6634,Chrysogaster virescens,0
SN6634,Chrysotoxum arcuatum,0
SN6634,Chrysotoxum bicinctum,0
SN6634,Chrysotoxum festivum,0
SN6634,Chrysotoxum verralli,0
SN6634,Coelioxys elongata,0
SN6634,Coelioxys inermis,0
SN6634,Colletes similis,0
SN6634,Colletes succinctus,0
SN6634,Dasypoda hirtipes,0
SN6634,Dasysyrphus albostriatus,1
SN6634,Dasysyrphus neovenustus,0
SN6634,Dasysyrphus tricinctus,0
SN6634,Dasysyrphus venustus,0
SN6634,Epistrophe grossulariae,1
SN6634,Episyrphus balteatus,3
SN6634,Eristalinus aeneus,0
SN6634,Eristalinus sepulchralis,0
SN6634,Eristalis abusiva,0
SN6634,Eristalis abusivus,1
SN6634,Eristalis arbustorum,3
SN6634,Eristalis horticola,1
SN6634,Eristalis intricaria,0
SN6634,Eristalis intricarius,0
SN6634,Eristalis nemorum,7
SN6634,Eristalis pertinax,8
SN6634,Eristalis rupium,0
SN6634,Eristalis tenax,9
SN6634,Eucera longicornis,0
SN6634,Eumerus funeralis,0
SN6634,Eumerus ornatus,0
SN6634,Eumerus strigatus,0
SN6634,Eupeodes corollae,0
SN6634,Eupeodes latifasciatus,7
SN6634,Eupeodes luniger,0
SN6634,Ferdinandea cuprea,2
SN6634,Halictus confusus,0
SN6634,Halictus eurygnathus,0
SN6634,Halictus rubicundus,6
SN6634,Halictus tumulorum,4
SN6634,Helophilus hybridus,0
SN6634,Helophilus pendulus,3
SN6634,Helophilus trivittatus,0
SN6634,Hylaeus brevicornis,0
SN6634,Hylaeus communis,0
SN6634,Hylaeus confusus,1
SN6634,Hylaeus dilatatus,0
SN6634,Hylaeus hyalinatus,1
SN6634,Hylaeus pectoralis,0
SN6634,Lasioglossum albipes,1
SN6634,Lasioglossum calceatum,19
SN6634,Lasioglossum cupromicans,0
SN6634,Lasioglossum fratellum,5
SN6634,Lasioglossum fulvicorne,4
SN6634,Lasioglossum laevigatum,0
SN6634,Lasioglossum lativentre,0
SN6634,Lasioglossum leucopus,0
SN6634,Lasioglossum leucozonium,0
SN6634,Lasioglossum malachurum,0
SN6634,Lasioglossum minutissimum,0
SN6634,Lasioglossum morio,0
SN6634,Lasioglossum parvulum,0
SN6634,Lasioglossum pauperatum,0
SN6634,Lasioglossum pauxillum,0
SN6634,Lasioglossum punctatissimum,0
SN6634,Lasioglossum puncticolle,0
SN6634,Lasioglossum quadrinotatum,0
SN6634,Lasioglossum rufitarse,0
SN6634,Lasioglossum smeathmanellum,0
SN6634,Lasioglossum villosulum,0
SN6634,Lasioglossum xanthopus,0
SN6634,Lasioglossum zonulum,0
SN6634,Lejogaster metallina,1
SN6634,Leucozona glaucia,0
SN6634,Leucozona laternaria,0
SN6634,Macropis europaea,0
SN6634,Megachile centuncularis,0
SN6634,Megachile ligniseca,0
SN6634,Megachile versicolor,0
SN6634,Megachile willughbiella,0
SN6634,Melangyna cincta,0
SN6634,Melangyna labiatarum,0
SN6634,Melangyna lasiophthalma,0
SN6634,Melangyna umbellatarum,0
SN6634,Melanogaster aerosa,0
SN6634,Melanogaster hirtella,18
SN6634,Melanostoma form,0
SN6634,Melanostoma mellinum,1
SN6634,Melanostoma scalare,0
SN6634,Meliscaeva auricollis,0
SN6634,Meliscaeva cinctella,0
SN6634,Melitta leporina,0
SN6634,Merodon equestris,0
SN6634,Myathropa florea,0
SN6634,Neoascia geniculata,0
SN6634,Neoascia meticulosa,0
SN6634,Neoascia podagrica,16
SN6634,Neoascia tenur,0
SN6634,Nomada fabriciana,2
SN6634,Nomada flava,0
SN6634,Nomada flavoguttata,2
SN6634,Nomada flavopicta,0
SN6634,Nomada fucata,0
SN6634,Nomada goodeniana,0
SN6634,Nomada lathburiana,0
SN6634,Nomada marshamella,0
SN6634,Nomada obtusifrons,0
SN6634,Nomada panzeri,1
SN6634,Nomada ruficornis,1
SN6634,Nomada striata,0
SN6634,Orthonevra nobilis,0
SN6634,Osmia bicolor,0
SN6634,Osmia bicornis,0
SN6634,Osmia caerulescens,0
SN6634,Osmia leaiana,0
SN6634,Osmia spinulosa,0
SN6634,Panurgus banksianus,0
