x1km_square,flower_species,n_observed_flowers,flower_genus
SN6634,Lysimachia vulgaris,0,Lysimachia
SN6634,Lythrum alatum,0,Lythrum
SN6634,Lythrum salicaria,0,Lythrum
SN6634,Malva sylvestris,0,Malva
SN6634,Matricaria chamomilla,0,Matricaria
SN6634,Matricaria discoidea,0,Matricaria
SN6634,Medicago lupulina,0,Medicago
SN6634,Melampyrum pratense,0,Melampyrum
SN6634,Mentha aquatica,0,Mentha
SN6634,Mentha arvensis,0,Mentha
SN6634,Mercurialis perennis,0,Mercurialis
SN6634,Myosotis arvensis,0,Myosotis
SN6634,Myosotis discolor,0,Myosotis
SN6634,Myosotis sylvatica,0,Myosotis
SN6634,Narthecium ossifragum,0,Narthecium
SN6634,Odontites vernus,0,Odontites
SN6634,Oenanthe crocata,0,Oenanthe
SN6634,Origanum vulgare,0,Origanum
SN6634,Ornithopus perpusillus,0,Ornithopus
SN6634,Oxalis acetosella,0,Oxalis
SN6634,Panicum miliaceum,0,Panicum
SN6634,Papaver rhoeas,0,Papaver
SN6634,Pedicularis sylvatica,0,Pedicularis
SN6634,Persicaria amplexicaulis,0,Persicaria
SN6634,Persicaria bistorta,0,Persicaria
SN6634,Persicaria hydropiper,0,Persicaria
SN6634,Persicaria lapathifolia,0,Persicaria
SN6634,Persicaria maculosa,0,Persicaria
SN6634,Peucedanum ostruthium,0,Peucedanum
SN6634,Picris echioides,0,Picris
SN6634,Picris hieracioides,0,Picris
SN6634,Pilosella officinarum,4,Pilosella
SN6634,Pimpinella saxifraga,0,Pimpinella
SN6634,Pinguicula vulgaris,0,Pinguicula
SN6634,Plantago lanceolata,0,Plantago
SN6634,Plantago major,0,Plantago
SN6634,Plantago maritima,0,Plantago
SN6634,Poa annua,0,Poa
SN6634,Polygala serpyllifolia,0,Polygala
SN6634,Polygala vulgaris,0,Polygala
SN6634,Polygonum aviculare,0,Polygonum
SN6634,Potentilla anglica,0,Potentilla
SN6634,Potentilla anserina,0,Potentilla
SN6634,Potentilla erecta,210,Potentilla
SN6634,Potentilla recta,0,Potentilla
SN6634,Potentilla reptans,0,Potentilla
SN6634,Prunella vulgaris,0,Prunella
SN6634,Prunus spinosa,0,Prunus
SN6634,Pulicaria dysenterica,0,Pulicaria
SN6634,Ranunculus acris,12,Ranunculus
SN6634,Ranunculus bulbosus,0,Ranunculus
SN6634,Ranunculus ficaria,5,Ranunculus
SN6634,Ranunculus flammula,0,Ranunculus
SN6634,Ranunculus repens,238,Ranunculus
SN6634,Ranunculus sardous,0,Ranunculus
SN6634,Raphanus raphanistrum,0,Raphanus
SN6634,Raphanus sativus,0,Raphanus
SN6634,Rhinanthus minor,0,Rhinanthus
SN6634,Rosa arvensis,0,Rosa
SN6634,Rosa canina,0,Rosa
SN6634,Rubus caesius,0,Rubus
SN6634,Rubus fruticosus,95,Rubus
SN6634,Rubus idaeus,0,Rubus
SN6634,Rumex acetosa,151,Rumex
SN6634,Rumex acetosella,259,Rumex
SN6634,Rumex crispus,0,Rumex
SN6634,Rumex obtusifolius,0,Rumex
SN6634,Rumex sanguineus,0,Rumex
SN6634,Sagina saginoides,0,Sagina
SN6634,Sambucus nigra,0,Sambucus
SN6634,Sanguisorba officinalis,0,Sanguisorba
SN6634,Scorzoneroides autumnalis,0,Scorzoneroides
SN6634,Scrophularia auriculata,0,Scrophularia
SN6634,Scrophularia nodosa,0,Scrophularia
SN6634,Sedum anglicum,0,Sedum
SN6634,Senecio erucifolius,0,Senecio
SN6634,Senecio jacobaea,0,Senecio
SN6634,Senecio vulgaris,0,Senecio
SN6634,Sherardia arvensis,0,Sherardia
SN6634,Silene dioica,0,Silene
SN6634,Silene latifolia,0,Silene
SN6634,Silybum marianum,0,Silybum
SN6634,Sinapis alba,0,Sinapis
SN6634,Sinapis arvensis,0,Sinapis
SN6634,Sisymbrium officinale,0,Sisymbrium
SN6634,Solanum dulcamara,0,Solanum
SN6634,Solanum nigrum,0,Solanum
SN6634,Solanum tuberosum,0,Solanum
SN6634,Sonchus arvensis,0,Sonchus
SN6634,Sonchus asper,0,Sonchus
SN6634,Sonchus oleraceus,0,Sonchus
SN6634,Sorbus aucuparia,0,Sorbus
SN6634,Spergula arvensis,0,Spergula
SN6634,Spergularia media,0,Spergularia
SN6634,Stachys arvensis,0,Stachys
SN6634,Stachys palustris,0,Stachys
SN6634,Stachys sylvatica,0,Stachys
SN6634,Stellaria alsine,0,Stellaria
SN6634,Stellaria graminea,330,Stellaria
SN6634,Stellaria holostea,0,Stellaria
SN6634,Stellaria media,0,Stellaria
SN6634,Suaeda maritima,0,Suaeda
SN6634,Succisa pratensis,0,Succisa
SN6634,Symphytum officinale,0,Symphytum
SN6634,Taraxacum agg,0,Taraxacum
SN6634,Taraxacum officinale,0,Taraxacum
SN6634,Teucrium scorodonia,0,Teucrium
SN6634,Thlaspi arvense,0,Thlaspi
SN6634,Thymus polytrichus,0,Thymus
SN6634,Thymus vulgaris,0,Thymus
SN6634,Torilis japonica,0,Torilis
SN6634,Tragopogon pratensis,0,Tragopogon
SN6634,Trientalis europaea,0,Trientalis
SN6634,Trifolium arvense,0,Trifolium
SN6634,Trifolium campestre,0,Trifolium
SN6634,Trifolium constantinopolitanum,0,Trifolium
SN6634,Trifolium dubium,0,Trifolium
SN6634,Trifolium pratense,17,Trifolium
SN6634,Trifolium repens,140,Trifolium
SN6634,Tripleurospermum inodorum,0,Tripleurospermum
SN6634,Tripleurospermum maritimum,0,Tripleurospermum
SN6634,Turgenia latifolia,0,Turgenia
SN6634,Ulex europaeus,45,Ulex
SN6634,Ulex gallii,0,Ulex
SN6634,Urtica dioica,0,Urtica
SN6634,Vaccinium myrtillus,0,Vaccinium
SN6634,Vaccinium oxycoccos,0,Vaccinium
SN6634,Vaccinium vitis,0,Vaccinium
SN6634,Valeriana dioica,0,Valeriana
SN6634,Valeriana officinalis,0,Valeriana
SN6634,Verbena officinalis,0,Verbena
SN6634,Verbena x,0,Verbena
SN6634,Veronica agrestis,0,Veronica
SN6634,Veronica arvensis,0,Veronica
SN6634,Veronica beccabunga,0,Veronica
SN6634,Veronica chamaedrys,211,Veronica
SN6634,Veronica hederifolia,0,Veronica
SN6634,Veronica montana,0,Veronica
SN6634,Veronica officinalis,208,Veronica
SN6634,Veronica persica,0,Veronica
SN6634,Veronica polita,0,Veronica
SN6634,Veronica serpyllifolia,0,Veronica
SN6634,Vicia benghalensis,0,Vicia
SN6634,Vicia cracca,0,Vicia
SN6634,Vicia faba,0,Vicia
SN6634,Vicia hirsuta,0,Vicia
SN6634,Vicia lutea,0,Vicia
SN6634,Vicia sativa,0,Vicia
SN6634,Vicia sepium,0,Vicia
SN6634,Vicia spp,0,Vicia
SN6634,Vicia tetrasperma,0,Vicia
SN6634,Viola arvensis,0,Viola
SN6634,Viola canina,0,Viola
SN6634,Viola palustris,0,Viola
SN6634,Viola riviniana,0,Viola
SN6634,Zea mays,0,Zea
SN6777,Acer pseudoplatanus,0,Acer
SN6777,Achillea millefolium,0,Achillea
SN6777,Achillea ptarmica,0,Achillea
SN6777,Aegopodium podagraria,0,Aegopodium
SN6777,Aethusa cynapium,0,Aethusa
SN6777,Ajuga reptans,0,Ajuga
SN6777,Alliaria petiolata,0,Alliaria
SN6777,Alnus glutinosa,0,Alnus
SN6777,Anagallis arvensis,0,Anagallis
SN6777,Anchusa arvensis,0,Anchusa
SN6777,Anemone nemorosa,0,Anemone
SN6777,Angelica sylvestris,0,Angelica
SN6777,Anthemis cotula,0,Anthemis
SN6777,Anthriscus caucalis,0,Anthriscus
SN6777,Anthriscus sylvestris,0,Anthriscus
SN6777,Apium nodiflorum,0,Apium
SN6777,Armeria maritima,0,Armeria
SN6777,Artemisia absinthium,0,Artemisia
SN6777,Artemisia annua,0,Artemisia
SN6777,Artemisia vulgaris,0,Artemisia
SN6777,Aster tripolium,0,Aster
SN6777,Atriplex patula,0,Atriplex
SN6777,Atriplex portulacoides,0,Atriplex
SN6777,Ballota nigra,0,Ballota
SN6777,Barbarea vulgaris,0,Barbarea
SN6777,Bellis perennis,0,Bellis
SN6777,Berula erecta,0,Berula
SN6777,Brassica napus,0,Brassica
SN6777,Brassica oleracea,0,Brassica
SN6777,Brassica rapa,0,Brassica
SN6777,Bryonia dioica,0,Bryonia
SN6777,Buddleja davidii,0,Buddleja
SN6777,Bupleurum tenuissimum,0,Bupleurum
SN6777,Calluna vulgaris,0,Calluna
SN6777,Caltha palustris,0,Caltha
SN6777,Calystegia sepium,0,Calystegia
SN6777,Campanula rotundifolia,0,Campanula
SN6777,Capsella bursa,0,Capsella
SN6777,Cardamine flexuosa,9,Cardamine
SN6777,Cardamine hirsuta,0,Cardamine
SN6777,Cardamine pratensis,0,Cardamine
SN6777,Carduus nutans,0,Carduus
SN6777,Carum verticillatum,0,Carum
SN6777,Centaurea cyanus,0,Centaurea
SN6777,Centaurea nigra,0,Centaurea
SN6777,Centaurea scabiosa,0,Centaurea
SN6777,Centaurium erythraea,0,Centaurium
SN6777,Cerastium arvense,0,Cerastium
SN6777,Cerastium fontanum,15,Cerastium
SN6777,Cerastium glomeratum,0,Cerastium
SN6777,Ceratocapnos claviculata,0,Ceratocapnos
SN6777,Chaerophyllum temulum,0,Chaerophyllum
SN6777,Chamaemelum nobile,0,Chamaemelum
SN6777,Chamerion angustifolium,0,Chamerion
SN6777,Chenopodium album,0,Chenopodium
SN6777,Chenopodium ficifolium,0,Chenopodium
SN6777,Chenopodium quinoa,0,Chenopodium
SN6777,Cichorium intybus,0,Cichorium
SN6777,Circaea lutetiana,0,Circaea
SN6777,Cirsium arvense,61,Cirsium
SN6777,Cirsium eriophorum,0,Cirsium
SN6777,Cirsium palustre,571,Cirsium
SN6777,Cirsium vulgare,0,Cirsium
SN6777,Clematis vitalba,0,Clematis
SN6777,Clinopodium vulgare,0,Clinopodium
SN6777,Conium maculatum,0,Conium
SN6777,Conopodium majus,0,Conopodium
SN6777,Convolvulus arvensis,0,Convolvulus
SN6777,Conyza canadensis,0,Conyza
SN6777,Cotoneaster salicifolius,2000,Cotoneaster
SN6777,Crataegus monogyna,0,Crataegus
SN6777,Crepis capillaris,26,Crepis
SN6777,Crepis vesicaria,0,Crepis
SN6777,Cruciata laevipes,0,Cruciata
SN6777,Cytisus scoparius,0,Cytisus
SN6777,Dactylorhiza fuchsii,0,Dactylorhiza
SN6777,Dactylorhiza maculata,0,Dactylorhiza
SN6777,Daucus carota,0,Daucus
SN6777,Digitalis ferruginea,0,Digitalis
SN6777,Digitalis grandiflora,0,Digitalis
SN6777,Digitalis purpurea,45,Digitalis
SN6777,Dioscorea communis,0,Dioscorea
SN6777,Doronicum plantagineum,0,Doronicum
SN6777,Drosera anglica,0,Drosera
SN6777,Drosera rotundifolia,0,Drosera
SN6777,Dryas octopetala,0,Dryas
SN6777,Epilobium hirsutum,0,Epilobium
SN6777,Epilobium montanum,2,Epilobium
SN6777,Epilobium obscurum,0,Epilobium
SN6777,Epilobium palustre,0,Epilobium
SN6777,Epilobium parviflorum,0,Epilobium
SN6777,Epilobium roseum,0,Epilobium
SN6777,Epilobium tetragonum,0,Epilobium
SN6777,Erica cinerea,0,Erica
SN6777,Erica tetralix,0,Erica
SN6777,Eriophorum vaginatum,0,Eriophorum
SN6777,Eupatorium cannabinum,0,Eupatorium
SN6777,Euphorbia exigua,0,Euphorbia
SN6777,Euphorbia helioscopia,0,Euphorbia
SN6777,Euphrasia officinalis,0,Euphrasia
SN6777,Fagopyrum esculentum,0,Fagopyrum
SN6777,Fallopia convolvulus,0,Fallopia
SN6777,Filipendula ulmaria,0,Filipendula
SN6777,Fumaria officinalis,0,Fumaria
SN6777,Galeopsis speciosa,0,Galeopsis
SN6777,Galeopsis tetrahit,0,Galeopsis
SN6777,Galium aparine,0,Galium
SN6777,Galium mollugo,0,Galium
SN6777,Galium odoratum,0,Galium
SN6777,Galium palustre,147,Galium
SN6777,Galium saxatile,26,Galium
SN6777,Galium verum,0,Galium
SN6777,Genista anglica,0,Genista
SN6777,Geranium dissectum,0,Geranium
SN6777,Geranium molle,0,Geranium
SN6777,Geranium nodosum,0,Geranium
SN6777,Geranium pratense,0,Geranium
SN6777,Geranium pyrenaicum,0,Geranium
SN6777,Geranium robertianum,0,Geranium
SN6777,Geum urbanum,0,Geum
SN6777,Glechoma hederacea,0,Glechoma
SN6777,Hedera helix,0,Hedera
SN6777,Helianthus annuus,0,Helianthus
SN6777,Heracleum mantegazzianum,0,Heracleum
SN6777,Heracleum sphondylium,0,Heracleum
SN6777,Hippocrepis comosa,0,Hippocrepis
SN6777,Hordeum vulgare,0,Hordeum
SN6777,Hyacinthoides non,0,Hyacinthoides
SN6777,Hypericum forrestii,0,Hypericum
SN6777,Hypericum perforatum,0,Hypericum
SN6777,Hypericum pulchrum,0,Hypericum
SN6777,Hypericum tetrapterum,0,Hypericum
SN6777,Hypochaeris radicata,0,Hypochaeris
SN6777,Ilex aquifolium,0,Ilex
SN6777,Impatiens glandulifera,0,Impatiens
SN6777,Impatiens parviflora,0,Impatiens
SN6777,Iris pseudacorus,0,Iris
SN6777,Jacobaea erucifolia,0,Jacobaea
SN6777,Jacobaea vulgaris,0,Jacobaea
SN6777,Jasione montana,0,Jasione
SN6777,Juncus conglomeratus,0,Juncus
SN6777,Juncus effusus,0,Juncus
SN6777,Knautia arvensis,0,Knautia
SN6777,Lactuca serriola,0,Lactuca
SN6777,Lamium album,0,Lamium
SN6777,Lamium galeobdolon,0,Lamium
SN6777,Lamium purpureum,0,Lamium
SN6777,Lapsana communis,0,Lapsana
SN6777,Lathyrus aphaca,0,Lathyrus
SN6777,Lathyrus linifolius,0,Lathyrus
SN6777,Lathyrus pratensis,0,Lathyrus
SN6777,Leontodon hispidus,2,Leontodon
SN6777,Leontodon saxatilis,0,Leontodon
SN6777,Leucanthemum vulgare,0,Leucanthemum
SN6777,Ligusticum scoticum,0,Ligusticum
SN6777,Limonium vulgare,0,Limonium
SN6777,Linaria vulgaris,0,Linaria
SN6777,Linum catharticum,0,Linum
SN6777,Linum usitatissimum,0,Linum
SN6777,Lonicera caprifolium,0,Lonicera
SN6777,Lonicera periclymenum,0,Lonicera
SN6777,Lotus angustissimus,0,Lotus
SN6777,Lotus corniculatus,2,Lotus
SN6777,Lotus pedunculatus,120,Lotus
SN6777,Lotus subbiflorus,0,Lotus
SN6777,Luzula campestris,0,Luzula
SN6777,Lysimachia nemorum,0,Lysimachia
SN6777,Lysimachia punctata,0,Lysimachia
SN6777,Lysimachia vulgaris,0,Lysimachia
SN6777,Lythrum alatum,0,Lythrum
SN6777,Lythrum salicaria,0,Lythrum
SN6777,Malva sylvestris,0,Malva
SN6777,Matricaria chamomilla,0,Matricaria
SN6777,Matricaria discoidea,0,Matricaria
SN6777,Medicago lupulina,0,Medicago
SN6777,Melampyrum pratense,0,Melampyrum
SN6777,Mentha aquatica,0,Mentha
SN6777,Mentha arvensis,0,Mentha
SN6777,Mercurialis perennis,0,Mercurialis
SN6777,Myosotis arvensis,0,Myosotis
SN6777,Myosotis discolor,0,Myosotis
SN6777,Myosotis sylvatica,0,Myosotis
SN6777,Narthecium ossifragum,0,Narthecium
SN6777,Odontites vernus,0,Odontites
SN6777,Oenanthe crocata,0,Oenanthe
SN6777,Origanum vulgare,0,Origanum
SN6777,Ornithopus perpusillus,0,Ornithopus
SN6777,Oxalis acetosella,0,Oxalis
SN6777,Panicum miliaceum,0,Panicum
SN6777,Papaver rhoeas,0,Papaver
SN6777,Pedicularis sylvatica,0,Pedicularis
SN6777,Persicaria amplexicaulis,0,Persicaria
SN6777,Persicaria bistorta,0,Persicaria
SN6777,Persicaria hydropiper,0,Persicaria
SN6777,Persicaria lapathifolia,0,Persicaria
SN6777,Persicaria maculosa,0,Persicaria
SN6777,Peucedanum ostruthium,0,Peucedanum
SN6777,Picris echioides,0,Picris
SN6777,Picris hieracioides,0,Picris
SN6777,Pilosella officinarum,0,Pilosella
SN6777,Pimpinella saxifraga,0,Pimpinella
SN6777,Pinguicula vulgaris,0,Pinguicula
SN6777,Plantago lanceolata,0,Plantago
SN6777,Plantago major,0,Plantago
SN6777,Plantago maritima,0,Plantago
SN6777,Poa annua,0,Poa
SN6777,Polygala serpyllifolia,0,Polygala
SN6777,Polygala vulgaris,0,Polygala
SN6777,Polygonum aviculare,0,Polygonum
SN6777,Potentilla anglica,0,Potentilla
SN6777,Potentilla anserina,0,Potentilla
SN6777,Potentilla erecta,8,Potentilla
SN6777,Potentilla recta,0,Potentilla
SN6777,Potentilla reptans,7,Potentilla
SN6777,Prunella vulgaris,0,Prunella
SN6777,Prunus spinosa,0,Prunus
SN6777,Pulicaria dysenterica,0,Pulicaria
SN6777,Ranunculus acris,11,Ranunculus
SN6777,Ranunculus bulbosus,0,Ranunculus
SN6777,Ranunculus ficaria,0,Ranunculus
SN6777,Ranunculus flammula,0,Ranunculus
SN6777,Ranunculus repens,1,Ranunculus
SN6777,Ranunculus sardous,0,Ranunculus
SN6777,Raphanus raphanistrum,0,Raphanus
SN6777,Raphanus sativus,0,Raphanus
SN6777,Rhinanthus minor,0,Rhinanthus
SN6777,Rosa arvensis,0,Rosa
SN6777,Rosa canina,0,Rosa
SN6777,Rubus caesius,0,Rubus
SN6777,Rubus fruticosus,0,Rubus
SN6777,Rubus idaeus,0,Rubus
SN6777,Rumex acetosa,46,Rumex
SN6777,Rumex acetosella,0,Rumex
SN6777,Rumex crispus,0,Rumex
SN6777,Rumex obtusifolius,0,Rumex
SN6777,Rumex sanguineus,0,Rumex
SN6777,Sagina saginoides,0,Sagina
SN6777,Sambucus nigra,0,Sambucus
SN6777,Sanguisorba officinalis,0,Sanguisorba
SN6777,Scorzoneroides autumnalis,0,Scorzoneroides
SN6777,Scrophularia auriculata,0,Scrophularia
SN6777,Scrophularia nodosa,0,Scrophularia
SN6777,Sedum anglicum,0,Sedum
SN6777,Senecio erucifolius,0,Senecio
SN6777,Senecio jacobaea,0,Senecio
SN6777,Senecio vulgaris,0,Senecio
SN6777,Sherardia arvensis,0,Sherardia
SN6777,Silene dioica,0,Silene
SN6777,Silene latifolia,0,Silene
SN6777,Silybum marianum,0,Silybum
SN6777,Sinapis alba,0,Sinapis
SN6777,Sinapis arvensis,0,Sinapis
SN6777,Sisymbrium officinale,0,Sisymbrium
SN6777,Solanum dulcamara,0,Solanum
SN6777,Solanum nigrum,0,Solanum
SN6777,Solanum tuberosum,0,Solanum
SN6777,Sonchus arvensis,0,Sonchus
SN6777,Sonchus asper,0,Sonchus
SN6777,Sonchus oleraceus,0,Sonchus
SN6777,Sorbus aucuparia,0,Sorbus
SN6777,Spergula arvensis,0,Spergula
SN6777,Spergularia media,0,Spergularia
SN6777,Stachys arvensis,0,Stachys
SN6777,Stachys palustris,0,Stachys
SN6777,Stachys sylvatica,0,Stachys
SN6777,Stellaria alsine,151,Stellaria
SN6777,Stellaria graminea,99,Stellaria
SN6777,Stellaria holostea,0,Stellaria
SN6777,Stellaria media,0,Stellaria
SN6777,Suaeda maritima,0,Suaeda
SN6777,Succisa pratensis,0,Succisa
SN6777,Symphytum officinale,0,Symphytum
SN6777,Taraxacum agg,0,Taraxacum
SN6777,Taraxacum officinale,0,Taraxacum
SN6777,Teucrium scorodonia,0,Teucrium
SN6777,Thlaspi arvense,0,Thlaspi
SN6777,Thymus polytrichus,0,Thymus
SN6777,Thymus vulgaris,0,Thymus
SN6777,Torilis japonica,0,Torilis
SN6777,Tragopogon pratensis,0,Tragopogon
SN6777,Trientalis europaea,0,Trientalis
SN6777,Trifolium arvense,0,Trifolium
SN6777,Trifolium campestre,0,Trifolium
SN6777,Trifolium constantinopolitanum,0,Trifolium
SN6777,Trifolium dubium,0,Trifolium
SN6777,Trifolium pratense,7,Trifolium
SN6777,Trifolium repens,220,Trifolium
SN6777,Tripleurospermum inodorum,0,Tripleurospermum
SN6777,Tripleurospermum maritimum,0,Tripleurospermum
SN6777,Turgenia latifolia,0,Turgenia
SN6777,Ulex europaeus,675,Ulex
SN6777,Ulex gallii,440,Ulex
SN6777,Urtica dioica,24,Urtica
SN6777,Vaccinium myrtillus,0,Vaccinium
SN6777,Vaccinium oxycoccos,0,Vaccinium
SN6777,Vaccinium vitis,0,Vaccinium
SN6777,Valeriana dioica,0,Valeriana
SN6777,Valeriana officinalis,0,Valeriana
SN6777,Verbena officinalis,0,Verbena
SN6777,Verbena x,0,Verbena
SN6777,Veronica agrestis,0,Veronica
SN6777,Veronica arvensis,0,Veronica
SN6777,Veronica beccabunga,0,Veronica
SN6777,Veronica chamaedrys,128,Veronica
SN6777,Veronica hederifolia,0,Veronica
SN6777,Veronica montana,0,Veronica
SN6777,Veronica officinalis,0,Veronica
SN6777,Veronica persica,0,Veronica
SN6777,Veronica polita,0,Veronica
SN6777,Veronica serpyllifolia,3,Veronica
SN6777,Vicia benghalensis,0,Vicia
SN6777,Vicia cracca,0,Vicia
SN6777,Vicia faba,0,Vicia
SN6777,Vicia hirsuta,0,Vicia
SN6777,Vicia lutea,0,Vicia
SN6777,Vicia sativa,0,Vicia
SN6777,Vicia sepium,0,Vicia
SN6777,Vicia spp,0,Vicia
SN6777,Vicia tetrasperma,0,Vicia
SN6777,Viola arvensis,0,Viola
SN6777,Viola canina,0,Viola
SN6777,Viola palustris,0,Viola
SN6777,Viola riviniana,0,Viola
SN6777,Zea mays,0,Zea
SN7659,Acer pseudoplatanus,0,Acer
SN7659,Achillea millefolium,0,Achillea
SN7659,Achillea ptarmica,0,Achillea
SN7659,Aegopodium podagraria,0,Aegopodium
SN7659,Aethusa cynapium,0,Aethusa
SN7659,Ajuga reptans,0,Ajuga
SN7659,Alliaria petiolata,0,Alliaria
SN7659,Alnus glutinosa,0,Alnus
SN7659,Anagallis arvensis,0,Anagallis
SN7659,Anchusa arvensis,0,Anchusa
SN7659,Anemone nemorosa,0,Anemone
SN7659,Angelica sylvestris,0,Angelica
SN7659,Anthemis cotula,0,Anthemis
SN7659,Anthriscus caucalis,0,Anthriscus
SN7659,Anthriscus sylvestris,0,Anthriscus
SN7659,Apium nodiflorum,0,Apium
SN7659,Armeria maritima,0,Armeria
SN7659,Artemisia absinthium,0,Artemisia
SN7659,Artemisia annua,0,Artemisia
SN7659,Artemisia vulgaris,0,Artemisia
SN7659,Aster tripolium,0,Aster
SN7659,Atriplex patula,0,Atriplex
SN7659,Atriplex portulacoides,0,Atriplex
SN7659,Ballota nigra,0,Ballota
SN7659,Barbarea vulgaris,0,Barbarea
SN7659,Bellis perennis,0,Bellis
SN7659,Berula erecta,0,Berula
SN7659,Brassica napus,0,Brassica
SN7659,Brassica oleracea,0,Brassica
SN7659,Brassica rapa,0,Brassica
SN7659,Bryonia dioica,0,Bryonia
SN7659,Buddleja davidii,0,Buddleja
SN7659,Bupleurum tenuissimum,0,Bupleurum
SN7659,Calluna vulgaris,2502,Calluna
SN7659,Caltha palustris,0,Caltha
SN7659,Calystegia sepium,0,Calystegia
SN7659,Campanula rotundifolia,0,Campanula
SN7659,Capsella bursa,0,Capsella
SN7659,Cardamine flexuosa,0,Cardamine
SN7659,Cardamine hirsuta,0,Cardamine
SN7659,Cardamine pratensis,0,Cardamine
SN7659,Carduus nutans,0,Carduus
SN7659,Carum verticillatum,0,Carum
SN7659,Centaurea cyanus,0,Centaurea
SN7659,Centaurea nigra,0,Centaurea
SN7659,Centaurea scabiosa,0,Centaurea
SN7659,Centaurium erythraea,0,Centaurium
SN7659,Cerastium arvense,0,Cerastium
SN7659,Cerastium fontanum,3,Cerastium
SN7659,Cerastium glomeratum,0,Cerastium
SN7659,Ceratocapnos claviculata,0,Ceratocapnos
SN7659,Chaerophyllum temulum,0,Chaerophyllum
SN7659,Chamaemelum nobile,0,Chamaemelum
SN7659,Chamerion angustifolium,88,Chamerion
SN7659,Chenopodium album,0,Chenopodium
SN7659,Chenopodium ficifolium,0,Chenopodium
SN7659,Chenopodium quinoa,0,Chenopodium
SN7659,Cichorium intybus,0,Cichorium
SN7659,Circaea lutetiana,0,Circaea
SN7659,Cirsium arvense,0,Cirsium
SN7659,Cirsium eriophorum,0,Cirsium
SN7659,Cirsium palustre,23,Cirsium
SN7659,Cirsium vulgare,0,Cirsium
SN7659,Clematis vitalba,0,Clematis
SN7659,Clinopodium vulgare,0,Clinopodium
SN7659,Conium maculatum,0,Conium
SN7659,Conopodium majus,0,Conopodium
SN7659,Convolvulus arvensis,0,Convolvulus
SN7659,Conyza canadensis,0,Conyza
SN7659,Cotoneaster salicifolius,0,Cotoneaster
SN7659,Crataegus monogyna,0,Crataegus
SN7659,Crepis capillaris,0,Crepis
SN7659,Crepis vesicaria,0,Crepis
SN7659,Cruciata laevipes,0,Cruciata
SN7659,Cytisus scoparius,0,Cytisus
SN7659,Dactylorhiza fuchsii,0,Dactylorhiza
SN7659,Dactylorhiza maculata,0,Dactylorhiza
SN7659,Daucus carota,0,Daucus
SN7659,Digitalis ferruginea,0,Digitalis
SN7659,Digitalis grandiflora,0,Digitalis
SN7659,Digitalis purpurea,0,Digitalis
SN7659,Dioscorea communis,0,Dioscorea
SN7659,Doronicum plantagineum,0,Doronicum
SN7659,Drosera anglica,0,Drosera
SN7659,Drosera rotundifolia,0,Drosera
SN7659,Dryas octopetala,0,Dryas
SN7659,Epilobium hirsutum,0,Epilobium
SN7659,Epilobium montanum,0,Epilobium
SN7659,Epilobium obscurum,0,Epilobium
SN7659,Epilobium palustre,0,Epilobium
SN7659,Epilobium parviflorum,0,Epilobium
SN7659,Epilobium roseum,0,Epilobium
SN7659,Epilobium tetragonum,0,Epilobium
SN7659,Erica cinerea,0,Erica
SN7659,Erica tetralix,136,Erica
SN7659,Eriophorum vaginatum,0,Eriophorum
SN7659,Eupatorium cannabinum,0,Eupatorium
SN7659,Euphorbia exigua,0,Euphorbia
SN7659,Euphorbia helioscopia,0,Euphorbia
SN7659,Euphrasia officinalis,0,Euphrasia
SN7659,Fagopyrum esculentum,0,Fagopyrum
SN7659,Fallopia convolvulus,0,Fallopia
SN7659,Filipendula ulmaria,0,Filipendula
SN7659,Fumaria officinalis,0,Fumaria
SN7659,Galeopsis speciosa,0,Galeopsis
SN7659,Galeopsis tetrahit,0,Galeopsis
SN7659,Galium aparine,0,Galium
SN7659,Galium mollugo,0,Galium
SN7659,Galium odoratum,0,Galium
SN7659,Galium palustre,869,Galium
SN7659,Galium saxatile,816,Galium
SN7659,Galium verum,0,Galium
SN7659,Genista anglica,0,Genista
SN7659,Geranium dissectum,0,Geranium
SN7659,Geranium molle,0,Geranium
SN7659,Geranium nodosum,0,Geranium
SN7659,Geranium pratense,0,Geranium
SN7659,Geranium pyrenaicum,0,Geranium
SN7659,Geranium robertianum,0,Geranium
SN7659,Geum urbanum,0,Geum
SN7659,Glechoma hederacea,0,Glechoma
SN7659,Hedera helix,0,Hedera
SN7659,Helianthus annuus,0,Helianthus
SN7659,Heracleum mantegazzianum,0,Heracleum
SN7659,Heracleum sphondylium,0,Heracleum
SN7659,Hippocrepis comosa,0,Hippocrepis
SN7659,Hordeum vulgare,0,Hordeum
SN7659,Hyacinthoides non,0,Hyacinthoides
SN7659,Hypericum forrestii,0,Hypericum
SN7659,Hypericum perforatum,0,Hypericum
SN7659,Hypericum pulchrum,0,Hypericum
SN7659,Hypericum tetrapterum,0,Hypericum
SN7659,Hypochaeris radicata,0,Hypochaeris
SN7659,Ilex aquifolium,0,Ilex
SN7659,Impatiens glandulifera,0,Impatiens
SN7659,Impatiens parviflora,0,Impatiens
SN7659,Iris pseudacorus,0,Iris
SN7659,Jacobaea erucifolia,0,Jacobaea
SN7659,Jacobaea vulgaris,0,Jacobaea
SN7659,Jasione montana,0,Jasione
SN7659,Juncus conglomeratus,0,Juncus
SN7659,Juncus effusus,0,Juncus
