SpeciesName,Genus,Family,Order,Class,Phylum,spec_code,Lmax,TL (trophic level),DepthRangeDeep,K,tm (age of maturity),tmax (maximum age),Lm (length of maturity),EnvTemp,DemersPelag,environment,Marine,Brackish,Freshwater,Macroinvert?,Edible?,FisheriesImportance
Corymbellus aureus,Corymbellus,Not assigned,Not assigned,Prymnesiophyceae,Haptophyta,126333,,,,,,,,temperate,,marine,TRUE,FALSE,FALSE,No,No,
Diloma crusoeana,Diloma,Not assigned,Not assigned,Prymnesiophyceae,Haptophyta,154244,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Diloma nigerrima,Diloma,Not assigned,Not assigned,Prymnesiophyceae,Haptophyta,154419,,,13,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Phaeocystis globosa,Phaeocystis,Phaeocystaceae,Prymnesiales,Prymnesiophyceae,Haptophyta,111204,,,,,,,,temperate,,marine,TRUE,FALSE,FALSE,No,No,
Phaeocystis pouchetii,Phaeocystis,Phaeocystaceae,Prymnesiales,Prymnesiophyceae,Haptophyta,121034,,,,,,,,temperate,,marine,TRUE,FALSE,FALSE,No,No,
Prymnesium faveolatum,Prymnesium,Prymnesiaceae,Prymnesiales,Prymnesiophyceae,Haptophyta,139466,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Harrimania kupfferi,Harrimania,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,60905,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Harrimania maculosa,Harrimania,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,60906,12,,,,,,,boreal,benthic,marine,TRUE,FALSE,FALSE,No,No,
Harrimania planktophilus,Harrimania,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,60907,6,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Mesoglossus bournei,Mesoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61007,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Mesoglossus intermedius,Mesoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,154715,,,,,,,,tropical,epiphytic,marine,TRUE,FALSE,FALSE,No,No,
Mesoglossus macginitiei,Mesoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,154716,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Protoglossus graveolens,Protoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,60910,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Protoglossus koehleri,Protoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,60908,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Protoglossus mackiei,Protoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,154703,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Ritteria ambigua,Ritteria,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,154717,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus apatensis,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,60911,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus aulakoeis,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,60912,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus borealis,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,60913,,,,,,,,subtropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus bromophenolosus,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61008,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus caraibicus,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61009,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus gurneyi,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61010,,,,,,,,subtropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus horsti,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61011,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus hwangtauensis,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61012,30,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus inhacensis,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61013,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus kowalevskii,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61014,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus madrasensis,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61015,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus mereschkowskii,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61016,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus otagoensis,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61017,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus porochordus,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,154498,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus pusillus,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61018,,,,,,,,subtropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus pygmaeus,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61019,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus ruber,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61020,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Saccoglossus sulcatus,Saccoglossus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61021,,,,,,,,subtropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Stereobalanus canadensis,Stereobalanus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61022,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Stereobalanus willeyi,Stereobalanus,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,87998,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Xenopleura vivipara,Xenopleura,Harrimaniidae,Not assigned,Enteropneusta,Hemichordata,61023,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Planctosphaera pelagica,Planctosphaera,Not assigned,Not assigned,Enteropneusta,Hemichordata,87811,,,,,,,,tropical,pelagic,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus apertus,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61024,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus aurantiacus,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61025,100,,,,,,,subtropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus australiensis,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61026,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus borealis,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61027,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus capensis,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61028,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus carnosus,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61030,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus clavigerus,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61029,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus gigas,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61031,150,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus hydrocephalus,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61032,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus misakiensis,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61033,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus natalensis,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61034,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus occidentalis,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61035,,,,,,,,subtropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus proterogonius,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61037,,,,,,,,subtropical,pelagic,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus salmoneus,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61038,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus stephensoni,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61039,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Balanoglossus studiosorum,Balanoglossus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61040,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Glossobalanus berkeleyi,Glossobalanus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61041,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Glossobalanus crozieri,Glossobalanus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61042,8,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Glossobalanus elongatus,Glossobalanus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61043,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Glossobalanus hedleyi,Glossobalanus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61044,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Glossobalanus indicus,Glossobalanus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61045,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Glossobalanus marginatus,Glossobalanus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61046,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Glossobalanus minutus,Glossobalanus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61047,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Glossobalanus mortenseni,Glossobalanus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61048,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Glossobalanus parvulus,Glossobalanus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61049,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Glossobalanus ruficollis,Glossobalanus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61050,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Glossobalanus sarniensis,Glossobalanus,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61051,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Ptychodera bahamensis,Ptychodera,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61052,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Ptychodera ceylonica,Ptychodera,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61053,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Ptychodera erythrea,Ptychodera,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61054,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Ptychodera flava,Ptychodera,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61055,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Ptychodera pelsarti,Ptychodera,Ptychoderidae,Not assigned,Enteropneusta,Hemichordata,61056,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Saxipendium coronatum,Saxipendium,Saxipendiidae,Not assigned,Enteropneusta,Hemichordata,61057,,,,,,,,deep-water,benthic,marine,TRUE,FALSE,FALSE,No,No,
Glandiceps abyssicola,Glandiceps,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61058,,,,,,,,tropical,pelagic,marine,TRUE,FALSE,FALSE,No,No,
Glandiceps bengalensis,Glandiceps,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61059,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Glandiceps hacksi,Glandiceps,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61062,,,,,,,,tropical,benthopelagic,marine,TRUE,FALSE,FALSE,No,No,
Glandiceps malayanus,Glandiceps,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61063,,,,,,,,tropical,pelagic,marine,TRUE,FALSE,FALSE,No,No,
Glandiceps qingdaoensis,Glandiceps,Spengelidae,Not assigned,Enteropneusta,Hemichordata,88003,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Glandiceps talaboti,Glandiceps,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61064,,,350,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Schizocardium brasiliense,Schizocardium,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61065,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Schizocardium peruvianum,Schizocardium,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61066,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Spengelia alba,Spengelia,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61067,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Spengelia amboinensis,Spengelia,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61068,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Spengelia discors,Spengelia,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61069,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Spengelia maldivensis,Spengelia,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61070,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Spengelia plicatilis,Spengelia,Spengelidae,Not assigned,Enteropneusta,Hemichordata,101366,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Spengelia porosa,Spengelia,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61071,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Spengelia sibogae,Spengelia,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61072,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Willeya bisulcata,Willeya,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61073,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Willeya delagoensis,Willeya,Spengelidae,Not assigned,Enteropneusta,Hemichordata,61074,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Allapasus aurantiacus,Allapasus,Torquaratoridae,Not assigned,Enteropneusta,Hemichordata,154492,,,,,,,,deep-water,benthic,marine,TRUE,FALSE,FALSE,No,No,
Allapasus isidis,Allapasus,Torquaratoridae,Not assigned,Enteropneusta,Hemichordata,154497,,,,,,,,deep-water,benthic,marine,TRUE,FALSE,FALSE,No,No,
Tergivelum cinnabarinum,Tergivelum,Torquaratoridae,Not assigned,Enteropneusta,Hemichordata,154496,,,,,,,,deep-water,benthic,marine,TRUE,FALSE,FALSE,No,No,
Yoda purpurata,Yoda,Torquaratoridae,Not assigned,Enteropneusta,Hemichordata,154495,,,,,,,,deep-water,benthic,marine,TRUE,FALSE,FALSE,No,No,
Atubaria heterolopha,Atubaria,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61212,,,300,,,,,subtropical,pelagic,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus agglutinans,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61213,,,,,,,,polar,pelagic,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus atlanticus,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61214,,,,,,,,tropical,pelagic,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus australiensis,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61215,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus calciformis,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61216,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus densus,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61217,,,170,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus dodecalophus,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61218,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus evansi,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61219,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus fumosus,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61220,,,342,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus gilchristi,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61083,,,,,,,,tropical,pelagic,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus gracilis,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61084,,,274,,,,,tropical,sessile,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus graptolitoides,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61085,,,253,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus hodgsoni,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61086,,,170,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus indicus,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61087,,,,,,,,tropical,pelagic,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus kempi,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61088,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus levinsoni,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61089,,,,,,,,subtropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus nigrescens,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61090,19,,391,,,,,polar,pelagic,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus sibogae,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61091,,,170,,,,,polar,pelagic,marine,TRUE,FALSE,FALSE,No,No,
Cephalodiscus solidus,Cephalodiscus,Cephalodiscidae,Cephalodiscoidea,Graptolithoidea,Hemichordata,61092,,,640,,,,,polar,pelagic,marine,TRUE,FALSE,FALSE,No,No,
Rhabdopleura annulata,Rhabdopleura,Rhabdopleuridae,Rhabdopleuroidea,Graptolithoidea,Hemichordata,61093,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Rhabdopleura compacta,Rhabdopleura,Rhabdopleuridae,Rhabdopleuroidea,Graptolithoidea,Hemichordata,61094,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Rhabdopleura grimaldi,Rhabdopleura,Rhabdopleuridae,Rhabdopleuroidea,Graptolithoidea,Hemichordata,87859,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Rhabdopleura manubialis,Rhabdopleura,Rhabdopleuridae,Rhabdopleuroidea,Graptolithoidea,Hemichordata,87862,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Rhabdopleura normani,Rhabdopleura,Rhabdopleuridae,Rhabdopleuroidea,Graptolithoidea,Hemichordata,61095,,,,,,,,temperate,demersal,marine,TRUE,FALSE,FALSE,No,No,
Rhabdopleura striata,Rhabdopleura,Rhabdopleuridae,Rhabdopleuroidea,Graptolithoidea,Hemichordata,61096,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,No,No,
Loxocorone allax,Loxocorone,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,84440,0.1317,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxocorone brochobola,Loxocorone,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,84446,0.135,,270,,,,,polar,sessile,marine,TRUE,FALSE,FALSE,No,No,
Loxocorone pseudocompressa,Loxocorone,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,84448,,,1,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxomespilon perezi,Loxomespilon,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,86546,0.035,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxomitra annulata,Loxomitra,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,84442,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxomitra kefersteinii,Loxomitra,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,84441,0.15,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxomitra mizugamaensis,Loxomitra,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,84435,0.1114,,4,,,,,subtropical,reef-associated,marine,TRUE,FALSE,FALSE,No,No,
Loxomitra tetraorganon,Loxomitra,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,84438,0.12,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma agile,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87816,0.06,,50,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma ampullae,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87618,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma annelidicola,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,86533,0.08,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma axisadversum,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87602,0.022,,1,,,,,subtropical,host,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma bifida,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87605,,,1,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma breve,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87930,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma cingulata,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87939,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma claparedei,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,86535,0.08,,18,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma cocciforme,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87934,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma collumnodi,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87621,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma cubitus,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87818,0.091,,1,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma davenporti,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87819,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma difigurata,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87606,,,1,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma fishelsoni,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87821,0.2148,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma infundibuliformis,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87940,,,,,,,,polar,sessile,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma isolata,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87832,0.065,,7,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma jaegersteni,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87833,0.0795,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma lanchesteri,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87941,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma loricatum,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87943,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma loxalina,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,86529,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma minuta,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87945,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma monensis,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,86536,0.12,,50,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma monilis,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,87834,0.342,,1,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
Loxosoma murmanica,Loxosoma,Loxosomatidae,Loxosomatida,Not assigned,Kamptozoa,60337,0.065,,200,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,No,No,
