"sample_id","country","location_code","location_name","x1km_square","sample_projection","land_cover","date","year","digitised_by","pan_trap_station","trap_active_from","trap_active_to","trap_disturbed","temperature_start","temperature_end","cloud_cover_start","cloud_cover_end","wind_speed_start","wind_speed_end","exposure_sun","cast_shadow","vegetation_height_average","habitat_main","habitat_other","moved","sample_code_bycatch","wasps_solitary","wasps_social","wasps_parasitic","sawflies","flies","moths","butterflies","beetles_pollen","beetles_other","insects_small","insects_other","spiders","all_invertebrates_excluding_bees_hoverflies","bees","hoverflies","all_invertebrates_including_bees_hoverflies"
3217685,"England","13","near Brighton","TQ3110","OSGB","agricultural","06/09/2017",2017,26,5,"11:45","17:45","no",19,19,70,50,3,3,30,,0,"H35 - Intensive arable crops",,,,0,0,0,7,118,0,0,0,0,0,0,0,125,0,2,127
3222709,"Scotland","86","Grantown-on-Spey","NJ0327","OSGB","semi-natural","05/07/2017",2017,147520,1,"11:20","17:23","no",16,18,85,95,1,0,15,,28,"H17 - Dry semi/unimproved (flower-rich) neutral grassland","H28 - Mature mixed broadleaved and coniferous woodland",,,0,0,3,0,66,1,0,0,0,0,0,0,70,0,1,71
3222734,"Scotland","86","Grantown-on-Spey","NJ0327","OSGB","semi-natural","05/07/2017",2017,147520,2,"11:08","17:15","no",16,18,80,95,1,1,15,50,38,"H19 - Seasonally wet and wet marshy grasslands","H28 - Mature mixed broadleaved and coniferous woodland",,,0,0,7,0,56,0,0,0,1,0,2,0,66,0,1,67
3222739,"Scotland","86","Grantown-on-Spey","NJ0327","OSGB","semi-natural","05/07/2017",2017,147520,3,"11:00","17:07","no",16,18,80,95,1,1,15,,25,"H28 - Mature mixed broadleaved and coniferous woodland","H23 - Wet and dry heathland/ dry heather moorland",,,0,0,4,0,41,0,0,0,0,1,0,0,46,0,0,46
3222746,"Scotland","86","Grantown-on-Spey","NJ0327","OSGB","semi-natural","05/07/2017",2017,147520,4,"10:50","16:57","no",15,18,75,95,0,0,15,,27,"H23 - Wet and dry heathland/ dry heather moorland","H28 - Mature mixed broadleaved and coniferous woodland",,,0,0,2,0,51,0,0,0,1,0,0,0,54,0,1,55
3222749,"Scotland","86","Grantown-on-Spey","NJ0327","OSGB","semi-natural","05/07/2017",2017,147520,5,"10:43","16:44","no",15,18,70,95,0,0,15,,35,"H28 - Mature mixed broadleaved and coniferous woodland","H23 - Wet and dry heathland/ dry heather moorland",,,0,0,0,0,23,0,0,0,0,0,0,0,23,2,0,25
3222761,"Scotland","157","Lairig Cheile","NN5527","OSGB","semi-natural","12/07/2017",2017,147520,1,"11:00","17:03","no",13,15,60,60,1,2,70,,15,"H20 - Bracken dominated glades or hillsides",,,,0,0,2,0,88,0,0,0,1,0,0,0,91,0,1,92
3222767,"Scotland","157","Lairig Cheile","NN5527","OSGB","semi-natural","12/07/2017",2017,147520,2,"10:53","16:52","no",12,15,75,60,1,3,70,,22,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,0,0,106,0,0,0,0,0,1,0,107,0,3,110
3222772,"Scotland","157","Lairig Cheile","NN5527","OSGB","semi-natural","12/07/2017",2017,147520,3,"10:41","16:45","no",12,15,85,65,2,3,70,,24,"H16 - Dry semi/unimproved acid grassland","H23 - Wet and dry heathland/ dry heather moorland",,,0,0,0,0,136,0,0,0,0,0,0,0,136,1,4,141
3222782,"Scotland","157","Lairig Cheile","NN5527","OSGB","semi-natural","12/07/2017",2017,147520,4,"10:32","16:35","no",11,15,70,50,1,3,70,,70,"H20 - Bracken dominated glades or hillsides",,,,0,0,0,0,87,1,0,0,0,0,1,0,89,0,6,95
3222784,"Scotland","157","Lairig Cheile","NN5527","OSGB","semi-natural","12/07/2017",2017,147520,5,"10:25","16:25","no",11,15,70,50,1,2,70,,20,"H20 - Bracken dominated glades or hillsides","H19 - Seasonally wet and wet marshy grasslands",,,0,0,1,0,71,0,0,0,0,0,0,0,72,0,4,76
3222787,"Scotland","166","Cromlet","NN7911","OSGB","semi-natural","13/07/2017",2017,147520,1,"10:22","16:30","no",16,19,60,75,2,4,60,,15,"H16 - Dry semi/unimproved acid grassland",,,,0,0,1,0,23,0,0,0,0,2,0,0,26,0,0,26
3222788,"Scotland","166","Cromlet","NN7911","OSGB","semi-natural","13/07/2017",2017,147520,2,"10:17","16:20","no",16,19,50,75,3,3,60,,25,"H16 - Dry semi/unimproved acid grassland",,,,0,0,0,0,16,0,0,0,0,2,0,0,18,0,0,18
3222790,"Scotland","166","Cromlet","NN7911","OSGB","semi-natural","13/07/2017",2017,147520,3,"10:12","16:15","no",16,19,60,90,2,3,60,,12,"H13 - Flushes","H23 - Wet and dry heathland/ dry heather moorland",,,0,0,0,0,5,0,0,0,0,1,0,0,6,0,0,6
3222791,"Scotland","166","Cromlet","NN7911","OSGB","semi-natural","13/07/2017",2017,147520,4,"10:05","16:10","no",16,19,70,85,3,3,60,,26,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,6
3222792,"Scotland","166","Cromlet","NN7911","OSGB","semi-natural","13/07/2017",2017,147520,5,"10:00","16:00","no",16,19,70,85,3,3,60,,30,"H12 - Acid bog/mire habitats","H23 - Wet and dry heathland/ dry heather moorland",,,0,0,0,0,15,0,0,0,0,2,0,0,17,0,1,18
3222797,"Scotland","111","near Crathes","NO7495","OSGB","agricultural","18/07/2017",2017,147520,1,"09:55","16:00","no",19,22,2,0,1,1,100,,33,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,1,0,9,0,0,2,0,1,1,0,14,0,0,14
3222803,"Scotland","111","near Crathes","NO7495","OSGB","agricultural","18/07/2017",2017,147520,2,"10:03","16:07","no",19,22,2,0,2,1,100,,55,"H35 - Intensive arable crops","H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)",,,0,0,0,0,6,0,0,1,0,4,0,0,11,0,0,11
3222807,"Scotland","111","near Crathes","NO7495","OSGB","agricultural","18/07/2017",2017,147520,3,"10:15","16:20","no",20,22,1,0,1,1,100,,45,"H35 - Intensive arable crops","H38 - Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops (e.g. set-aside)",,,0,0,1,4,6,0,0,6,0,0,0,0,17,0,0,17
3222811,"Scotland","111","near Crathes","NO7495","OSGB","agricultural","18/07/2017",2017,147520,4,"09:36","15:47","no",17,22,5,0,3,1,80,20,51,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,0,0,7,0,0,0,0,0,1,0,8,0,0,8
3222840,"Scotland","111","near Crathes","NO7495","OSGB","agricultural","18/07/2017",2017,147520,5,"09:30","15:40","no",17,22,5,0,2,1,100,,28,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5
3222842,"Scotland","163","Bogmore","NJ6415","OSGB","semi-natural","18/07/2017",2017,147520,1,"11:30","17:45","no",19,22,0,0,1,1,80,20,35,"H32 - Bare ground/herb/grass mosaics of wood rides, hedgebanks and green lanes",,,,0,0,0,0,20,0,0,7,0,0,0,0,27,1,0,28
3222843,"Scotland","163","Bogmore","NJ6415","OSGB","semi-natural","18/07/2017",2017,147520,2,"11:38","17:55","no",19,22,0,0,2,1,100,,40,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,2,0,4,0,0,0,0,0,1,0,7,0,0,7
3222844,"Scotland","163","Bogmore","NJ6415","OSGB","semi-natural","18/07/2017",2017,147520,3,"11:45","18:05","no",19,22,0,0,1,1,100,,28,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,9,0,21,0,1,0,0,2,2,0,35,2,1,38
3222846,"Scotland","163","Bogmore","NJ6415","OSGB","semi-natural","18/07/2017",2017,147520,4,"11:51","18:13","no",20,22,0,0,1,1,100,,23,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,0,0,6,0,0,4,0,1,1,0,12,0,0,12
3222849,"Scotland","163","Bogmore","NJ6415","OSGB","semi-natural","18/07/2017",2017,147520,5,"12:00","18:22","no",20,22,0,0,2,2,100,,40,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,2,0,3,0,0,0,0,1,1,0,7,0,0,7
3223076,"Scotland","160","near Rienachait","NC0429","OSGB","semi-natural","21/07/2017",2017,147520,1,"11:45","17:50","no",18,19,30,50,3,3,75,,7,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,1,0,69,0,0,0,0,0,0,0,70,0,0,70
3223083,"Scotland","160","near Rienachait","NC0429","OSGB","semi-natural","21/07/2017",2017,147520,2,"11:55","17:57","no",18,19,35,50,4,2,75,,6,"H16 - Dry semi/unimproved acid grassland","H23 - Wet and dry heathland/ dry heather moorland",,,0,0,1,0,96,0,0,0,0,0,0,0,97,0,0,97
3223089,"Scotland","160","near Rienachait","NC0429","OSGB","semi-natural","21/07/2017",2017,147520,3,"12:08","18:04","no",18,19,35,50,3,2,75,,14,"H23 - Wet and dry heathland/ dry heather moorland","H13 - Flushes",,,0,0,1,1,87,1,0,0,0,0,0,0,90,0,0,90
3223095,"Scotland","160","near Rienachait","NC0429","OSGB","semi-natural","21/07/2017",2017,147520,4,"12:35","18:21","no",18,19,35,40,4,3,75,,9,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,0,0,64,0,0,0,0,0,0,0,64,0,0,64
3223107,"Scotland","160","near Rienachait","NC0429","OSGB","semi-natural","21/07/2017",2017,147520,5,"12:42","18:27","no",18,19,35,40,4,3,75,,12,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,2,0,53,1,0,0,0,1,1,0,58,0,0,58
3223121,"Scotland","161","near Talmine","NC5762","OSGB","semi-natural","22/07/2017",2017,147520,1,"10:05","16:06","no",22,21,35,20,3,3,95,,13,"H12 - Acid bog/mire habitats",,,,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,8
3223125,"Scotland","161","near Talmine","NC5762","OSGB","semi-natural","22/07/2017",2017,147520,2,"10:15","16:12","no",22,21,35,20,3,3,95,,10,"H12 - Acid bog/mire habitats",,,,0,0,1,0,10,0,0,0,0,0,0,0,11,0,0,11
3223128,"Scotland","161","near Talmine","NC5762","OSGB","semi-natural","22/07/2017",2017,147520,3,"10:22","16:17","no",22,21,35,15,3,4,95,,16,"H16 - Dry semi/unimproved acid grassland",,,,0,0,1,0,9,0,0,0,0,0,0,0,10,0,0,10
3223148,"Scotland","161","near Talmine","NC5762","OSGB","semi-natural","22/07/2017",2017,147520,4,"10:30","16:23","no",22,21,35,15,3,4,95,,8,"H12 - Acid bog/mire habitats",,,,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,28
3223163,"Scotland","161","near Talmine","NC5762","OSGB","semi-natural","22/07/2017",2017,147520,5,"10:38","16:28","no",22,21,35,15,3,4,95,,27,"H12 - Acid bog/mire habitats",,,,0,0,2,0,33,0,0,0,0,0,1,0,36,0,0,36
3223188,"Scotland","42","Achanlochy","NC7158","OSGB","semi-natural","22/07/2017",2017,147520,1,"12:23","18:00","no",22,21,25,10,3,2,95,,30,"H12 - Acid bog/mire habitats",,,,0,0,1,0,39,0,0,0,0,0,0,0,40,0,1,41
3223189,"Scotland","42","Achanlochy","NC7158","OSGB","semi-natural","22/07/2017",2017,147520,2,"12:15","18:12","no",22,21,25,10,2,1,95,,22,"H23 - Wet and dry heathland/ dry heather moorland","H20 - Bracken dominated glades or hillsides",,,0,0,1,0,70,0,0,0,1,4,1,0,77,0,0,77
3223191,"Scotland","42","Achanlochy","NC7158","OSGB","semi-natural","22/07/2017",2017,147520,3,"12:05","18:04","no",22,21,35,10,3,1,95,,60,"H20 - Bracken dominated glades or hillsides",,,,0,0,1,0,94,0,0,0,0,0,0,0,95,1,2,98
3223196,"Scotland","42","Achanlochy","NC7158","OSGB","semi-natural","22/07/2017",2017,147520,4,"11:58","17:57","no",22,21,40,10,3,1,95,,12,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland","H38 - Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops (e.g. set-aside)",,,0,0,1,0,25,0,0,0,0,0,0,0,26,0,0,26
3223201,"Scotland","42","Achanlochy","NC7158","OSGB","semi-natural","22/07/2017",2017,147520,5,"11:50","17:51","no",22,21,40,10,2,1,95,,49,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland","H20 - Bracken dominated glades or hillsides",,,0,0,8,0,40,0,0,0,0,0,0,0,48,0,0,48
3223205,"Scotland","51","Coraldie","NN6693","OSGB","semi-natural","24/07/2017",2017,147520,1,"10:10","16:15","no",19,21,25,5,0,1,100,50,9,"H16 - Dry semi/unimproved acid grassland","H20 - Bracken dominated glades or hillsides",,,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,15
3223219,"Scotland","51","Coraldie","NN6693","OSGB","semi-natural","24/07/2017",2017,147520,2,"10:02","16:07","no",19,21,20,5,0,1,100,30,16,"H12 - Acid bog/mire habitats",,,,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0,32
3223220,"Scotland","51","Coraldie","NN6693","OSGB","semi-natural","24/07/2017",2017,147520,3,"09:52","16:00","no",19,21,20,5,1,1,100,,13,"H16 - Dry semi/unimproved acid grassland","H12 - Acid bog/mire habitats",,,0,0,2,0,24,0,0,0,0,0,2,0,28,0,0,28
3223221,"Scotland","51","Coraldie","NN6693","OSGB","semi-natural","24/07/2017",2017,147520,4,"09:40","15:51","no",19,21,20,5,1,1,100,50,28,"H12 - Acid bog/mire habitats",,,,0,0,1,0,21,0,0,0,0,0,0,0,22,0,1,23
3223222,"Scotland","51","Coraldie","NN6693","OSGB","semi-natural","24/07/2017",2017,147520,5,"09:30","15:45","no",19,21,15,5,0,1,100,10,22,"H20 - Bracken dominated glades or hillsides",,,,0,0,0,0,29,0,0,0,0,0,0,0,29,1,0,30
3223229,"Scotland","86","Grantown-on-Spey","NJ0327","OSGB","semi-natural","24/07/2017",2017,147520,1,"11:45","17:49","no",15,21,95,30,2,1,70,30,22,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland","H27 - Mature coniferous woodland",,,0,0,0,1,21,0,0,0,0,0,1,0,23,0,0,23
3223233,"Scotland","86","Grantown-on-Spey","NJ0327","OSGB","semi-natural","24/07/2017",2017,147520,2,"12:01","17:57","no",15,21,95,30,2,2,70,50,37,"H12 - Acid bog/mire habitats",,,,0,0,1,0,21,0,0,0,0,0,0,0,22,0,0,22
3223237,"Scotland","86","Grantown-on-Spey","NJ0327","OSGB","semi-natural","24/07/2017",2017,147520,3,"12:17","18:04","no",15,21,100,30,0,1,70,70,30,"H27 - Mature coniferous woodland","H23 - Wet and dry heathland/ dry heather moorland",,,0,0,0,0,6,0,0,0,0,0,0,0,6,1,0,7
3223242,"Scotland","86","Grantown-on-Spey","NJ0327","OSGB","semi-natural","24/07/2017",2017,147520,4,"12:25","18:10","no",15,20,80,40,0,0,80,80,27,"H28 - Mature mixed broadleaved and coniferous woodland",,,,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,2
3223248,"Scotland","86","Grantown-on-Spey","NJ0327","OSGB","semi-natural","24/07/2017",2017,147520,5,"12:35","18:20","no",16,20,80,35,0,0,80,80,36,"H27 - Mature coniferous woodland","H23 - Wet and dry heathland/ dry heather moorland",,,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,3
3223951,"Scotland","39","Fyvie","NJ7638","OSGB","agricultural","25/07/2017",2017,147520,1,"10:12","16:15","no",14,17,100,100,0,1,0,,27,"H35 - Intensive arable crops","H38 - Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops (e.g. set-aside)",,,0,0,9,0,52,0,1,5,0,1,4,0,72,1,7,80
3224123,"Scotland","39","Fyvie","NJ7638","OSGB","agricultural","25/07/2017",2017,147520,2,"10:06","16:07","no",14,17,95,100,0,1,0,,150,"H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)",,,,0,0,1,0,30,0,0,3,0,0,0,0,34,0,0,34
3224473,"Scotland","39","Fyvie","NJ7638","OSGB","agricultural","25/07/2017",2017,147520,3,"10:00","16:00","no",14,17,90,100,0,1,0,,34,"H35 - Intensive arable crops","H38 - Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops (e.g. set-aside)",,,0,0,7,0,82,0,0,5,0,1,3,0,98,8,10,116
3224837,"Scotland","39","Fyvie","NJ7638","OSGB","agricultural","25/07/2017",2017,147520,4,"09:51","15:52","no",13,17,90,100,0,1,0,,35,"H27 - Mature coniferous woodland","H20 - Bracken dominated glades or hillsides",,,0,0,4,0,38,0,0,0,0,1,0,0,43,0,0,43
3225245,"Scotland","39","Fyvie","NJ7638","OSGB","agricultural","25/07/2017",2017,147520,5,"09:45","15:45","no",13,17,100,100,1,1,0,,20,"H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)","H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,0,0,8,0,40,0,0,11,0,1,0,0,60,4,0,64
3225639,"Scotland","163","Bogmore","NJ6415","OSGB","semi-natural","17/08/2017",2017,147520,1,"09:40","15:45","no",16,15,5,80,1,1,60,30,54,"H32 - Bare ground/herb/grass mosaics of wood rides, hedgebanks and green lanes",,,,0,0,1,0,189,0,0,0,0,0,0,0,190,1,0,191
3225688,"Scotland","163","Bogmore","NJ6415","OSGB","semi-natural","17/08/2017",2017,147520,2,"09:53","15:52","no",16,16,5,70,2,1,80,,35,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,1,2,0,81,0,0,0,0,4,0,0,88,5,3,96
3225712,"Scotland","163","Bogmore","NJ6415","OSGB","semi-natural","17/08/2017",2017,147520,3,"10:00","16:02","no",16,16,5,70,2,2,80,20,25,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,1,5,0,141,0,0,2,1,5,3,0,158,1,0,159
3225723,"Scotland","163","Bogmore","NJ6415","OSGB","semi-natural","17/08/2017",2017,147520,4,"10:06","16:10","no",17,16,5,75,2,2,80,,27,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,9,0,101,0,0,0,1,1,4,1,117,4,2,123
3225728,"Scotland","163","Bogmore","NJ6415","OSGB","semi-natural","17/08/2017",2017,147520,5,"10:16","16:19","no",17,16,5,70,2,2,80,,32,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,2,3,0,94,0,0,0,1,5,1,0,106,2,2,110
3225863,"Scotland","47","near Ledbeg","NC2313","OSGB","semi-natural","21/07/2017",2017,147520,1,"09:45","15:45","no",18,19,25,50,3,3,85,,15,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,0,0,16,0,0,0,0,0,1,0,17,0,3,20
3225865,"Scotland","47","near Ledbeg","NC2313","OSGB","semi-natural","21/07/2017",2017,147520,2,"09:51","15:52","no",18,19,35,50,2,3,85,,17,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,3,0,41,0,0,0,0,3,0,0,47,0,1,48
3225867,"Scotland","47","near Ledbeg","NC2313","OSGB","semi-natural","21/07/2017",2017,147520,3,"09:59","15:59","no",18,19,35,55,3,4,85,,22,"H23 - Wet and dry heathland/ dry heather moorland","H13 - Flushes",,,0,0,1,0,26,0,0,0,0,0,0,0,27,0,2,29
3225868,"Scotland","47","near Ledbeg","NC2313","OSGB","semi-natural","21/07/2017",2017,147520,4,"10:08","16:07","no",18,19,30,50,4,4,85,,14,"H23 - Wet and dry heathland/ dry heather moorland",,,,0,0,1,0,4,0,0,0,0,0,0,0,5,0,0,5
3225870,"Scotland","47","near Ledbeg","NC2313","OSGB","semi-natural","21/07/2017",2017,147520,5,"10:17","16:15","no",18,19,25,50,4,5,85,,20,"H16 - Dry semi/unimproved acid grassland",,,,0,0,3,0,10,0,0,0,0,0,0,0,13,0,0,13
3225874,"Scotland","111","near Crathes","NO7495","OSGB","agricultural","17/08/2017",2017,147520,1,"11:39","17:49","no",18,17,10,50,3,1,70,,51,"H35 - Intensive arable crops",,,,0,0,32,1,96,0,0,1,2,3,2,0,137,1,5,143
3225875,"Scotland","111","near Crathes","NO7495","OSGB","agricultural","17/08/2017",2017,147520,2,"11:46","17:55","no",18,17,10,50,2,1,70,,29,"H35 - Intensive arable crops","H21 - Stands of tall herbs (e.g. nettle and willow-herb beds)",,,0,0,3,2,48,0,0,0,3,6,0,0,62,0,9,71
3225883,"Scotland","111","near Crathes","NO7495","OSGB","agricultural","17/08/2017",2017,147520,3,"11:53","18:03","no",18,17,15,50,3,1,70,10,16,"H32 - Bare ground/herb/grass mosaics of wood rides, hedgebanks and green lanes","H35 - Intensive arable crops",,,0,0,12,2,59,0,1,0,1,33,2,0,110,0,6,116
3225886,"Scotland","111","near Crathes","NO7495","OSGB","agricultural","17/08/2017",2017,147520,4,"11:20","17:34","no",18,16,5,45,2,2,70,20,12,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,5,0,50,0,0,0,0,5,0,0,60,1,6,67
3225888,"Scotland","111","near Crathes","NO7495","OSGB","agricultural","17/08/2017",2017,147520,5,"11:15","17:28","no",18,16,5,45,2,2,70,15,9,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,5,2,59,0,0,0,2,11,2,0,81,1,6,88
3226038,"Scotland","37","New Town","NT4470","OSGB","agricultural","28/06/2017",2017,147520,1,"09:15","16:20","no",13,15,90,90,5,5,0,,45,"H35 - Intensive arable crops",,,,0,0,0,1,21,0,0,162,0,0,0,0,184,2,2,188
3226039,"Scotland","37","New Town","NT4470","OSGB","agricultural","28/06/2017",2017,147520,2,"09:21","16:27","no",13,15,90,90,5,5,0,,0,"H35 - Intensive arable crops",,,,0,0,1,0,10,0,0,2,0,0,0,0,13,0,2,15
3226160,"Scotland","37","New Town","NT4470","OSGB","agricultural","28/06/2017",2017,147520,3,"09:32","16:39","no",13,15,90,90,5,5,0,,0,"H35 - Intensive arable crops",,,,0,0,0,0,44,0,0,4,0,0,0,0,48,0,3,51
3226175,"Scotland","37","New Town","NT4470","OSGB","agricultural","28/06/2017",2017,147520,4,"09:41","16:50","no",13,15,90,90,6,5,0,,0,"H35 - Intensive arable crops",,,,0,0,1,0,4,0,0,0,0,0,0,0,5,0,1,6
3226177,"Scotland","37","New Town","NT4470","OSGB","agricultural","28/06/2017",2017,147520,5,"09:53","16:59","no",13,15,90,90,5,5,0,,20,"H26 - Mature broadleaved woodland",,,,0,0,0,0,11,0,0,0,1,0,0,0,12,0,0,12
3226178,"Scotland","37","New Town","NT4470","OSGB","agricultural","20/07/2017",2017,147520,1,"09:20","16:23","no",18,19,100,100,3,2,0,,15,"H35 - Intensive arable crops",,,,0,0,0,0,14,0,0,0,1,3,1,0,19,1,6,26
3226193,"Scotland","37","New Town","NT4470","OSGB","agricultural","20/07/2017",2017,147520,2,"09:31","16:23","no",18,19,100,100,3,2,0,,0,"H35 - Intensive arable crops",,,,0,0,4,0,17,0,0,0,2,12,1,0,36,0,5,41
3226195,"Scotland","37","New Town","NT4470","OSGB","agricultural","20/07/2017",2017,147520,3,"09:42","16:35","no",18,19,100,100,3,3,0,,0,"H35 - Intensive arable crops",,,,0,0,3,0,17,0,0,0,1,2,2,0,25,0,5,30
3226196,"Scotland","37","New Town","NT4470","OSGB","agricultural","20/07/2017",2017,147520,4,"09:49","16:42","no",18,19,100,100,3,2,0,,0,"H35 - Intensive arable crops",,,,0,0,4,0,15,0,0,0,10,8,5,0,42,0,8,50
3226197,"Scotland","37","New Town","NT4470","OSGB","agricultural","20/07/2017",2017,147520,5,"09:56","16:50","no",18,19,100,100,3,1,0,,30,"H26 - Mature broadleaved woodland",,,,0,0,2,0,15,0,0,0,2,2,0,0,21,0,0,21
3226200,"Scotland","37","New Town","NT4470","OSGB","agricultural","08/08/2017",2017,147520,1,"09:15","16:12","no",18,19,100,100,4,3,0,,50,"H35 - Intensive arable crops",,,,0,0,8,0,17,0,0,0,5,15,1,0,46,0,1,47
3226201,"Scotland","37","New Town","NT4470","OSGB","agricultural","08/08/2017",2017,147520,2,"09:22","16:19","no",18,19,100,100,4,3,0,,0,"H35 - Intensive arable crops",,,,0,1,6,0,17,0,0,0,2,9,0,0,35,0,2,37
3226202,"Scotland","37","New Town","NT4470","OSGB","agricultural","08/08/2017",2017,147520,3,"09:30","16:37","no",18,19,100,100,4,2,0,,0,"H35 - Intensive arable crops",,,,0,0,7,0,20,0,0,0,0,12,0,0,39,0,3,42
3226203,"Scotland","37","New Town","NT4470","OSGB","agricultural","08/08/2017",2017,147520,4,"09:39","16:37","no",18,19,100,100,4,2,0,,0,"H35 - Intensive arable crops",,,,0,0,6,0,16,0,0,0,2,12,0,0,36,0,1,37
3226204,"Scotland","37","New Town","NT4470","OSGB","agricultural","08/08/2017",2017,147520,5,"09:46","16:44","no",18,19,100,100,3,1,0,,35,"H26 - Mature broadleaved woodland",,,,0,0,7,0,14,0,0,0,4,4,0,0,29,0,2,31
3226212,"Scotland","122","Craigierig","NT2023","OSGB","semi-natural","13/07/2017",2017,147520,1,"09:48","16:31","no",15,18,100,100,5,4,0,,8,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,3,0,23,0,0,0,1,4,1,0,32,0,3,35
3226213,"Scotland","122","Craigierig","NT2023","OSGB","semi-natural","13/07/2017",2017,147520,2,"09:55","16:42","no",15,18,100,100,5,4,0,,8,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,5,0,18,0,0,0,0,7,1,0,31,0,7,38
3226214,"Scotland","122","Craigierig","NT2023","OSGB","semi-natural","13/07/2017",2017,147520,3,"10:09","17:00","no",15,18,100,100,4,3,0,,10,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,10,0,30,0,0,0,0,1,0,0,41,0,1,42
3226216,"Scotland","122","Craigierig","NT2023","OSGB","semi-natural","13/07/2017",2017,147520,4,"10:23","17:14","no",15,18,100,100,4,3,0,,8,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,4,0,12,0,0,1,0,6,1,0,24,0,1,25
3226218,"Scotland","122","Craigierig","NT2023","OSGB","semi-natural","13/07/2017",2017,147520,5,"10:30","17:20","no",15,18,100,100,5,3,0,,8,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,4,0,24,0,0,0,1,0,0,1,30,0,2,32
3226219,"Scotland","122","Craigierig","NT2023","OSGB","semi-natural","03/08/2017",2017,147520,1,"09:22","16:30","no",16,19,100,100,5,5,0,,9,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,5,0,9,0,0,27,1,8,1,0,51,0,6,57
3226222,"Scotland","122","Craigierig","NT2023","OSGB","semi-natural","03/08/2017",2017,147520,2,"09:34","16:42","no",16,19,100,100,4,4,0,,9,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,3,0,14,0,0,43,2,3,2,0,67,0,8,75
3226223,"Scotland","122","Craigierig","NT2023","OSGB","semi-natural","03/08/2017",2017,147520,3,"09:45","16:50","no",16,19,100,100,4,4,0,,11,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,1,0,10,0,0,0,2,4,0,0,17,0,3,20
3226225,"Scotland","122","Craigierig","NT2023","OSGB","semi-natural","03/08/2017",2017,147520,4,"10:00","16:59","no",16,19,100,100,3,3,0,,9,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,5,0,6,0,0,21,0,6,0,0,38,0,9,47
3226226,"Scotland","122","Craigierig","NT2023","OSGB","semi-natural","03/08/2017",2017,147520,5,"10:09","17:08","no",16,19,100,100,4,4,0,,9,"H18 - Agriculturally improved/re-seeded/ heavily fertilised grassland",,,,0,0,2,0,8,0,0,57,2,10,0,0,79,0,2,81
