Gene_ID,cds_length
UGT8,1626
LCE1D,345
HPDL,1116
OR2L5,939
NABP2,636
LYPD4,741
NTMT1,672
OR10X1,981
PBX4,1125
OR6K3,948
PUM2,3195
LRRC74A,1416
OR14A16,930
OR11L1,969
OR2W3,945
OR2AJ1,987
SLC75A1,1368
OR2L8,939
OR6Y1,978
OR2M5,939
OR2M2,1044
SLC1A5,1626
TMEM171,975
OR2T8,939
BEGAIN,1839
OR6F1,927
ENPP1,2778
OR14K1,945
OR2T12,963
OR2T33,963
TMED3,654
APOA1,804
MYF6,729
OR4F5,981
OR13G1,924
ALKBH2,786
OR1C1,945
OR2M3,939
SNURF,216
OR6N1,939
DBN1,2088
OR10Z1,942
POFUT4,1479
E2F5,1041
UNC13C,6645
ACSBG2,2001
SPTA1,7260
PDZD8,3465
NAA35,2178
ZNF641,1275
VNN1,1542
PPEF1,1962
OXR1,2622
HDGFL3,612
SMPD2,1272
NSUN3,1023
IER5,984
BECN2,1296
ANXA11,1518
TNFSF18,534
MAP10,2718
INSL5,408
OR6P1,954
SLC2A7,1539
SNAPC5,297
SLC25A39,1080
OR6K2,975
LCE4A,300
BIN2,1698
ACTRT2,1134
CGB5,498
DDC,1443
PHACTR1,1743
CELA3B,813
MBD4,1725
TIMP1,624
TUBB4A,1335
UBAP1L,1146
TTC12,2118
FRMD5,1713
CELA3A,813
PLN,159
ATXN3,1086
ALDH5A1,1608
DKKL1,729
LCE1C,357
H3-7,411
LCE5A,357
CRCT1,300
LCE3E,279
LCE3D,279
COLGALT1,1869
ANOS1,2043
A3GALT2,1023
ASCL5,621
TBC1D21,1011
TMEM269,612
LCE1B,357
LCE1A,333
LCE6A,243
COX6C,228
SPRR4,240
CNTNAP3B,3867
NCEH1,1227
HAND2,654
MAN2C1,3123
LIN37,741
CLGN,1833
HTR1E,1098
DCST2,2322
HECA,1632
ELAVL3,1104
RPL39,156
ZSCAN9,1185
KDM5A,5073
SEC62,1200
HS6ST2,1938
FAM9B,561
ZNF808,2712
INTS9,1977
TCHHL1,2715
MTM1,1812
RPTN,2355
HRNR,8553
EXOSC9,1320
CLEC4M,1200
SFN,747
CATSPER4,1419
KLF4,1440
GKAP1,1101
OR6N2,954
H3C15,411
HAPLN4,1209
H4C15,312
H2AC18,393
H2BC21,381
H4C14,312
SRPK1,1968
H3C14,411
LCE2C,333
OR2C3,963
FBXO40,2130
CCDC124,672
LCE3C,285
CITED4,555
SHC3,1785
ANKS6,2616
P3R3URF-PIK3R3,1524
ZW10,2340
FCGR2C,972
PPIAL4C,495
PPIAL4D,495
PPIAL4E,495
PPIAL4G,495
PPIAL4H,495
SPACA9,669
MFN1,2226
AKR7L,996
LENEP,186
S1PR3,1137
APOBEC4,1104
C8orf58,1098
MPG,882
NR5A1,1386
PARP12,2106
CELF1,1545
PYCARD,588
NRBP2,1506
FAM229A,384
TCHH,5832
ATP8A1,3495
KIFC3,2481
KPRP,1740
SYK,1908
FANCB,2580
VDR,1284
CELSR2,8772
NECAB1,1056
MANEA,1389
LACTBL1,1740
UPK3BL2,792
PCOLCE,1350
GEM,891
WDFY1,1233
CLTRN,669
RPS10,498
IPO8,3114
NHLH1,402
RGN,900
NUDT4B,546
CPA4,1266
MATN1,1491
KLK13,834
OXCT2,1554
TERF1,1320
PTGES3L,471
FCRL4,1548
SLC25A4,897
LFNG,1140
FSIP2,20724
RAVER1,2220
KCNAB1,1260
RELT,1293
GNAI1,1065
UQCRHL,276
CXorf38,960
SUFU,1455
PRAMEF12,1452
VSIG10L,2604
PRAMEF1,1425
STMN4,651
FANCC,1677
SPAG5,3582
ATP5F1D,507
LYRM4,276
CTBP1,1290
ZDHHC15,1014
DCHS1,9897
ADGRV1,18921
AADACL4,1224
MID1IP1,552
NUDT11,495
TMEM72,828
PRAMEF20,1428
BRPF1,3663
TACSTD2,972
RPGR,3459
REPS1,2391
ERCC2,2283
PRAMEF19,1440
CASP7,912
FADS2,1335
KCNA3,1728
KRIT1,2211
ZC3H11B,2418
FOXD3,1437
LELP1,297
PRR9,351
LORICRIN,939
B3GALT6,990
ZNF572,1590
DDX11,2721
ACD,1377
OPLAH,3867
ORM1,606
TMBIM1,936
KIAA1217,5832
SETSIP,879
OR2AK2,963
OR6K6,960
OR10R2,975
OR14L1,978
CCDC191,2811
TAS1R2,2520
GNE,2169
OR4F29,939
ERI2,2076
PDK3,1221
C3orf49,879
OR4F16,939
ARSK,1611
ARL16,522
BBLN,252
CFAP263,1134
ZNF618,2865
MED12,6534
INCA1,711
PLCXD3,966
OIP5,690
CACNA1D,6486
PPP4C,924
PANK3,1113
SEMA6D,3222
HAPLN1,1065
SEC24D,3099
OGA,2751
SECTM1,747
CAPSL,627
RAI2,1593
LRRC55,897
MRGPRE,939
CREB3L1,1560
LHFPL2,687
TASL,906
DOCK11,6222
PLD3,1473
NRCAM,3915
ZFP37,1893
SMARCAL1,2865
RRM2B,1056
ANKRD18A,2979
RPL27A,447
MICOS10-NBL1,216
MLX,735
ZDHHC21,798
TMEM278,492
CD3G,549
RGS4,618
LRRC36,2265
CTNNA1,2721
CA5B,954
TMEM126A,588
SLC1A1,1575
ZNF648,1707
UBL4B,525
PRDX4,816
C3orf85,273
CHCHD7,258
JUN,996
ERVMER34-1,1692
ERCC4,2751
ZNF385D,1188
SSRP1,2130
ALPK1,3735
TANK,1278
PSMD5,1515
LCAT,1323
GARIN4,1785
ACSF2,1848
SYP,942
CHCHD1,357
CDH23,10065
TSNAX-DISC1,567
PSMD10,681
ARPC4,507
BMP5,1365
EME2,1140
GSN,2196
CRISPLD2,1494
KCNC1,1758
FBXO8,960
HIKESHI,594
ZFHX3,11112
NPRL2,1143
TENT4B,2142
OR14A2,945
FEM1B,1884
GPR61,1356
LDHD,1455
ICE2,2949
ENPP6,1323
RPE65,1602
IL15,489
MRLN,141
HELB,3264
KTI12,1065
DPCD,612
KBTBD3,1839
DNAJB9,672
CLEC1A,843
RBM48,1104
TMEM223,609
PLA2G15,1239
MRPL14,438
THY1,486
TCHP,1497
ZNF611,2118
PRAP1,456
QKI,1026
PIK3CG,3309
CAVIN3,786
XYLT2,2598
BBS2,2166
NAA40,714
ERLIN1,1047
SSX3,567
COCH,1653
GUCY2C,3222
KLHL24,1803
CD38,903
OTUD7A,2802
P4HB,1527
BORCS7,321
SUGCT,1317
THAP4,1734
SPACA5,480
TCEAL1,480
PKP3,2394
DAPK2,1113
ANKRD1,960
PTHLH,534
GAGE12C,354
TMEM128,498
ZNF275,1290
STK26,1251
ZNF93,1863
MEN1,1833
PFKFB3,1563
FSCN3,1497
GRM3,2640
LEF1,1200
CIROP,2367
DCSTAMP,1413
TBX19,1347
SAMTOR,1218
ATG2B,6237
PPP2R2A,1344
THBS4,2886
OLA1,1191
MAGEB16,975
SRPK2,2100
YOD1,1047
ZMAT1,2088
ADAP2,1146
RNASE4,444
CHD4,5739
ZNF649,1518
UGT2B17,1593
SHTN1,1896
MAGED4,2226
GRID2,3024
FGF22,513
TUB,1521
CALN1,786
RAD51,1020
TMEM259,1863
ZC2HC1A,978
ZC3H6,3570
LPAR4,1113
MMP13,1416
RGS20,726
GDPD1,945
MOSPD1,642
SLC12A9,2745
CYFIP2,3762
INPP5F,3399
NCK2,1143
SNX3,489
ATF7IP2,2049
B4GALNT2,1521
EBF2,1728
FBXO3,1416
TBC1D8B,3363
SOD2,669
CHSY1,2409
TEX2,3384
KLF8,1080
CLRN3,681
HCFC1,6108
LIMCH1,4404
SCLY,1338
KLF6,852
LIN28B,753
QARS1,2328
FOXF2,1335
RPL13,636
IFNGR1,1470
EXOSC1,588
KLHL38,1746
OR51E2,963
PATE1,381
STAU2,1713
EDC3,1527
GAGE12F,354
CPT1C,2412
CDX4,855
ABCD4,1821
TEX11,2778
EPS8L2,2148
LIMS3,1197
TERF2IP,1200
THBS2,3519
DYNC1LI2,1479
FAM171B,2481
WDR44,2742
PIERCE2,366
SP5,1197
SLC12A1,3300
CCL2,300
BTAF1,5550
PON2,1065
SLC16A3,1398
XDH,4002
CARMIL1,4116
TK1,705
SLK,3708
PDZD4,2328
KCNJ16,1257
GLDN,1656
LITAFD,219
PDPR,2640
PLP1,834
SLC16A6,1572
TMEM266,1572
ZNF775,1614
PLXDC1,1503
KCNH7,3591
LRRK1,6048
YIPF3,1053
STRN4,2262
IGFBP3,876
PRKCB,2022
VCL,3405
NBEAL1,8172
SP6,1131
MKRN3,1524
TRPM5,3498
VPS13B,11994
METTL23,573
KLHL25,1770
SCML1,990
DENR,597
RCCD1,1131
NCAPG2,3432
MED23,4107
SETD1B,5901
DCUN1D3,915
CLDN2,693
FN3KRP,930
FIBP,1074
RAP2C,552
BCAR1,2613
HSPA12A,2028
KRT80,1359
PIF1,1926
GJB1,852
CHAD,1080
MAGOHB,447
NOTUM,1491
CPEB4,2190
RNASE11,600
AKR1C1,972
NLGN4X,2451
RFWD3,2325
SIX4,2346
IKBIP,1134
ZNF260,1239
SNW1,1611
SLIT3,4572
CDK5RAP3,1521
PRR12,6111
RMP64,1704
ELL,1866
IRX6,1341
LYPLA1,693
EFEMP2,1332
RSU1,834
SOCS1,636
ALS2,4974
CHMP1A,591
ZNF622,1434
SIGLEC8,1500
JSRP1,996
USP31,4059
GRK6,1731
GSTA4,669
CYP2S1,1515
CDNF,564
PYDC1,270
CEMIP,4086
NPIPA2,1110
KIF11,3171
MT1B,186
GPRC6A,2781
TELO2,2514
SEMA5B,3456
GRAMD1A,2175
FIG4,2724
MBIP,1035
ARL5B,540
EIF4EBP2,363
SH3PXD2A,3402
DUT,759
ARID5B,3567
NSUN6,1410
G2E3,2121
CTSD,1239
SKOR1,2898
DLX6,882
FANK1,1038
RAD51D,987
CHRNA3,1518
CCDC136,3465
PWWP2A,2268
GALP,351
FCF1,597
CUL7,5097
MYO1E,3327
GNG8,213
PARD3,4062
DNHD1,14262
ZC2HC1C,1371
TJP3,2760
TRIM23,1725
HACL1,1737
LITAF,486
SEC24A,3282
CHRNA10,1353
HDDC2,615
KCTD14,768
VPS25,531
NAALADL1,2223
PSMA4,786
PRKAR2B,1257
SCO1,906
PHYHIP,993
NKAIN2,627
BLTP3A,4323
SRP54,1515
HSPA4,2523
ZFAT,3732
COL10A1,2043
AKAP1,2712
MDH1,1005
PHF14,2847
FUT6,1080
PSMD13,1131
BLOC1S3,609
ERVK3-1,330
PTGER1,1209
B9D2,528
TMEM243,357
ATG4D,1425
NTN3,1743
SAMD9,4770
FAR2,1548
GTF3C1,6330
DDX56,1644
EYS,9435
PPP1R13B,3273
PLBD1,1662
OSGIN2,1650
NR2F1,1272
PDP1,1614
HCN1,2673
UGGT1,4668
C17orf67,273
FGD6,4293
CTHRC1,732
MRPS27,1245
TICRR,5733
RTN1,2331
TCAP,504
RRP8,1371
HOXB7,654
CDH17,2499
HMG20B,954
CLN6,936
IQSEC1,3345
EIF4B,1836
PDHX,1506
BMP4,1227
SLFN14,2739
RNASEK,297
LAMTOR4,300
TPRG1,828
NOX5,2298
CRISP3,777
G6PC3,1041
WDHD1,3390
REPIN1,1875
TCF3,1965
RPAP1,4182
HOXD3,1299
ROPN1L,693
MDH2,1017
SLC9A9,1938
ESCO2,1806
C5orf58,246
RNF8,1458
SLC12A4,3258
CCNT2,2193
PSMD11,1269
POLQ,7773
ZNF7,2061
ASB8,867
KLC2,1869
ZNF786,2349
ARID3B,1683
ZNF727,1500
CCDC197,819
BRD8,3708
DTX3L,2223
TMEM130,1272
ILRUN,897
SLC33A1,1650
DYNC1H1,13941
ACVRL1,1512
HEXA,1590
ANKMY2,1326
FANCE,1611
MSH6,4083
RAB7A,624
NANOG,918
THAP5,1188
UQCC6,216
GSR,1569
FAM180A,522
PALS2,1623
SLC6A11,1899
SYCN,405
HAMP,255
AKT1S1,771
KCTD6,714
CLIP1,4317
SPNS2,1650
ALG8,1581
PPDPFL,255
GATA2,1443
PENK,804
IGF2BP3,1740
CLEC18A,1341
GPX4,594
WSB1,1266
CLMN,3009
SUCNR1,1005
MADCAM1,1149
DRC9,1332
MKNK2,1398
GRM8,2727
NBAS,7116
MED30,537
THTPA,693
C11orf98,372
LUC7L,1116
RAB15,639
HHLA1,1596
EED,1326
FGF20,636
EPPK1,15267
NPTX2,1296
PPARD,1326
RBPMS,591
HACD3,1089
SCGB2B2,291
FBXW9,1377
COPG2,2616
DZIP1L,2304
ADGRE2,2472
ROBO3,4161
RPL14,648
KIAA0753,2904
ZDHHC23,1308
MMD2,741
SUSD6,912
MAP6,2442
ALCAM,1752
MDFIC,741
AIP,993
DHX33,2124
KATNBL1,915
TAC4,324
TSC22D2,2271
ZNF800,1995
METRN,882
CUL9,7554
MSL1,1845
TTLL5,3846
EHF,903
KLRK1,651
HMBOX1,1263
NEUROD1,1071
MARCOL,858
FGF10,627
CIAO2B,492
C3orf20,2715
ZSWIM9,2763
RAB11FIP4,1914
CCNF,2361
KDM3B,5286
SPPL2B,1779
H2BK1,369
AOAH,1728
USP15,2946
COMMD4,600
RAD18,1488
COLEC11,816
SMG8,2976
HOXB3,1296
NOD2,3042
FAIM,606
NUP153,4428
PIK3R5,2643
DPEP2,1461
GRID2IP,3636
ZNF300,1815
DCAF7,1029
ADAMTS6,3354
NUP210,5664
DNAJB6,981
FAM53C,1179
CD2BP2,1026
PALS1,2028
ZNF17,1995
OTULINL,1071
OR7D2,939
ANTKMT,708
CD79B,690
ICAM5,2775
NAA30,1089
PER2,3768
MT4,189
HMGCR,2667
RPS15A,393
ID4,486
CRABP1,414
MED25,2244
FAM177A1,711
KIF19,2997
KCNQ5,2799
CWC22,2727
PLA2G1B,447
RNF217,1629
GHSR,1101
TMX1,843
TMEM115,1056
SIK3,4110
SPRYD3,1329
STX11,864
TMEM253,654
KCTD9,1170
TIAM2,5106
KCNS2,1434
C8orf89,486
UBR5,8400
ACIN1,3852
METAP2,1437
TMEM17,597
IL1RN,534
GJC1,1191
VPS35,2391
ANPEP,2904
CLDN12,735
TTLL6,2676
GFRA1,1398
FAAP24,648
LIMD1,2031
SGCD,873
MCOLN1,1743
PSMB6,720
SMIM13,276
TMED4,684
ADGRF1,2733
HCFC2,2379
GBE1,2109
MSMB,345
SEC23IP,3003
RAD50,3939
VPS41,2565
DPP8,2649
GPAT2,2406
ADAT2,576
TGFBR3L,879
CCP110,2976
PCMT1,684
DCN,1080
SPATA16,1710
ZNF625,1119
TEKTIP1,630
CCR4,1083
GMNC,1005
NIBAN3,1863
IQCF6,441
BNIP3,585
TESMIN,1527
CALCOCO2,1341
TXNRD3,1932
CCDC196,894
LYNX1,351
CABP4,828
SEPTIN8,1452
HNRNPH3,1041
GARIN2,1254
TNFRSF11B,1206
COMMD9,597
TULP1,1629
HSPBP1,1080
XRN1,5085
ATP6V0D1,1056
PARP10,3078
BATF,378
GPR65,1014
RIOK1,1707
CLECL1,270
EIF5,1296
TMEM120A,1032
F2,1869
MGP,312
KLRC4,477
NINJ2,429
ZNF329,1626
CA5A,918
AQP6,849
FBXL17,2106
AQP7B,1041
CLC,429
ADRA1B,1563
LRRC19,1113
IRGM,546
BTNL3,1401
TMEM38B,876
GADD45GIP1,669
DNAJC5G,570
BNIP5,1959
ZNF222,1476
NOMO2,3669
ZNF865,3180
SH3BGRL2,324
SYNJ2BP,438
POLR3D,1197
SULT2A1,858
UBE3B,3207
FBXO38,3567
SPECC1,3207
MCF2L2,3345
CYP2C19,1473
KLHL28,1716
PRKN,1398
C9orf57,420
NDUFA5,351
PRRT1B,792
GPD2,2184
ZNF627,1386
CRAT,1881
LRFN5,2160
OARD1,459
AKR1C3,972
ZFP36L1,1017
SMIM19,324
POLRMT,3693
WDR25,1635
APOC3,300
NYAP1,2526
SNX1,1569
RSPH10B2,2613
TAF2,3600
TTC14,2313
ARG2,1065
MARCHF5,837
CNPY3,837
FAHD1,666
KIF1C,3312
BANP,1593
RET,3345
HEATR5A,6141
ABHD17B,867
HMGN3,393
NAMPT,1476
GTF3C4,2469
ANP32B,756
RHOBTB3,1836
FAM204A,702
CKS2,240
POLR1F,1017
INF2,3750
ECI2,1185
AQP7,1029
FBXO32,1068
CAT,1584
CACNB4,1563
ADAM22,2895
PIAS1,1956
MRPS28,564
C8orf82,651
A1BG,1488
NDUFB9,540
LRFN3,1887
RFFL,1092
EML2,1950
TCTN3,1824
TNIP1,1911
CYP11B2,1512
APIP,729
ADRB3,1227
CYP19A1,1512
ZNF395,1542
TPD52L1,615
P2RX4,1167
RDH12,951
FRMD6,1869
PSIP1,1593
CAMK2N2,240
NCOR1,7323
NEUROG3,645
PDZD7,3102
KLK1,789
MED26,1803
LTK,2595
PABPC1,1911
DNAJC12,597
CADM4,1167
MBNL1,1149
MAP1S,3180
CARMIL2,4308
HNRNPF,1248
CDKL4,1029
CAPN14,2055
PHKB,3282
CNGA3,2085
GDPGP1,1158
NRTN,594
PSMA6,741
C19orf84,561
PEX11A,744
ZNF550,1269
MRPS33,321
EMC4,552
AGFG1,1689
DNAI7,2169
DHPS,1110
THSD7A,4974
DOCK1,5661
CYGB,573
SLC17A5,1488
TNS4,2148
FAM237B,420
SHC4,1893
GPSM1,2028
NUDT1,471
MAML2,3471
CBX2,1599
RDX,1752
MTNAP1,1830
GOLGA6B,2082
CDKN3,639
HMGA1,324
COXFA4L3,252
GJD2,966
CHP1,588
CREG2,873
TPST1,1113
TOR2A,966
EIF5A2,462
MDM2,1494
CYRIB,975
INKA1,858
SUGP1,1938
MUC13,1539
PRTG,3453
EQTN,885
P3H4,1314
LCN2,597
ATP8B4,3579
GNAI2,1068
CDH11,2391
SLC46A2,1428
TBL2,1344
DKK1,801
TMEM132E,3225
STARD10,876
DMAC1,339
LZTS2,2010
C5,5031
XAF1,906
ALDH8A1,1464
REV1,3756
BCKDHB,1179
CTSH,1008
SMC3,3654
ZNF785,1218
CD200,810
CLEC2L,645
L2HGDH,1392
KRT24,1578
CYBA,588
ACTMAP,1056
CCR10,1089
PLOD3,2217
TMC8,2181
NINJ1,459
APOD,570
SCN1B,657
HELQ,3306
CCL17,285
MAF,1212
PSMA3,768
GRIN2B,4455
NOB1,1239
GLIS3,2793
FOLR3,738
YIF1B,945
FOXJ2,1725
LHFPL4,744
BEND7,1242
CAV2,489
AHSP,309
TET2,6009
TEX14,4356
EPB41L2,3018
AGTR1,1080
C11orf97,381
MBTPS1,3159
PGA3,1167
ENTPD8,1488
GIMAP2,1014
KLHL8,1863
DGKB,2412
GPR19,1248
SLC17A6,1749
TSEN2,1398
RFX7,4383
PANX1,1281
SDS,987
INA,1500
CTBP2,1338
IPPK,1476
ANKFN1,3441
IDH3A,1101
USH1C,2700
NCBP3,1863
KLF1,1089
ZNF680,1593
SMU1,1542
LIM2,522
LRRC46,966
PIN1,492
CPSF6,1656
TLR1,2361
ARMC6,1506
RABGEF1,1476
CLNK,1287
MOK,1260
FHIT,444
FGFBP2,672
NPFFR2,1263
PAXX,615
MRPS25,522
MPI,1272
STOX2,2781
TGFBRAP1,2583
NDUFC1,231
HOXB6,675
MEGF10,3423
FLT3LG,708
GAS2,942
CCDC47,1452
EP400,9372
TMEM39A,1467
FBP1,1017
IQUB,2376
SLC11A1,1653
TMEM62,1932
EIF2B2,1056
EIF4G2,2724
NNT,3261
TMEM60,402
GML,477
FAM184B,3183
MMP17,1812
ATP5MF,285
SFTPC,576
ZNF484,2559
KLB,3135
TADA2B,1263
PRR19,1071
PTPRD,5739
COL6A5,7845
PRDM5,1893
GEMIN2,810
SLC44A2,2121
IGF2BP1,1734
PHB2,900
CIMAP1C,825
CNIH2,483
RASL12,801
EPHB4,2964
RB1CC1,4785
ACVR1C,1482
HMCN2,15240
SORD,1074
HEMK1,1017
GPRC5D,1038
AQP2,816
SLC29A2,1371
MILR1,1032
SELPLG,1239
HOXC6,708
TMEM163,870
TRPM6,6069
INTS13,2121
NEK8,2079
HNRNPLL,1629
FBXL5,2076
OTX2,894
ENPP2,2592
REXO5,2325
NTSR2,1233
TOM1L2,1524
OPN4,1437
CATSPER2,1593
DAGLB,2019
PBX3,1305
MIDEAS,3300
KMT2B,8148
BUB3,987
ABCG8,2022
ACADS,1239
CIB2,564
TNFSF8,705
ERP44,1221
PSMD2,2727
UGT1A3,1605
USO1,2889
ISL1,1050
TEX261,591
ZBTB1,2142
ZFAND6,627
FCHSD1,2073
ZDHHC6,1242
STK38L,1395
SYT13,1281
ZFAND5,642
TPSB2,828
WDPCP,2241
CNTNAP4,3927
SYTL2,6720
GPR85,1113
IDO1,1212
CCDC149,1608
DNAJA1,1194
CCM2,1335
RTN2,1638
TMCO6,1482
ORMDL2,462
SH3TC1,4011
CARHSP1,444
SEPHS1,1179
PRPH,1413
CXCR2,1083
TRIM16,1695
SH3GL1,1107
PRKAG1,996
RESP18,561
DCTN3,561
PDE10A,3168
GIN1,1569
GPR55,960
QPCTL,1149
PAPOLG,2211
ARMH2,693
DYNC2I2,1611
EBLN1,1101
H2BC8,381
STXBP2,1782
FAS,1008
RAET1E,792
SLC41A3,1464
GEMIN5,4527
FAM13A,3072
RPL7L1,768
ABCA6,4854
SNAPC4,4410
SERINC5,1386
LAT,702
GAPDH,1008
FAM221A,897
POPDC1,1083
SERPINA12,1245
RSPO3,819
ZNF428,567
CDK20,1041
CAPN13,2010
GPHN,2310
FOXI1,1137
TMEM86B,681
UGT3A2,1572
NUTF2,384
CDC34,711
DSP,8616
RRP12,3894
ZSWIM7,423
EPHB1,2955
SLC25A46,1257
ACP7,1317
CATIP,1164
MAFK,471
CRACD,3702
OGFOD1,1629
MACC1,2559
NTRK2,2517
B3GNT3,1119
LDHAL6A,999
SPCS2,681
IER2,672
RNF25,1380
TNFAIP8L1,561
CAMK2D,1602
CCL25,453
RBM22,1263
IGFBP4,777
AP4M1,1362
HYLS1,900
ZNF114,1254
DBF4B,1848
BSCL2,1389
CYP4F22,1596
HOMER1,1065
NMRK1,600
AIFM2,1122
CRELD1,1263
NCOA7,2829
CALR,1254
CRAMP1,3810
ATP1B2,873
HNRNPAB,999
BRIP1,3750
RNF40,3006
ENPP4,1362
TRIM28,2508
PSMB5,792
NRBP1,1608
MARCKS,999
ELP1,3999
FNIP1,3501
AP4E1,3414
CWF19L1,1617
CD3E,624
EPHA7,2997
WDR20,1710
SLC16A5,1518
SQLE,1725
SMARCD1,1548
MPLKIP,540
DENND5A,3864
PVRIG,921
ZNF365,1224
GNG11,222
FBXL13,2478
SUV39H2,1233
IRX1,1443
PSMD7,975
RBM25,2532
RYR3,14613
SNCB,405
RDH10,1026
NEUROD6,1014
MINDY3,1338
MTDH,1749
ADGRG3,1650
AGPAT4,1137
BABAM1,990
TBRG4,1896
IAPP,270
RFLNA,651
NCKAP5L,4005
VWA3A,3555
PITPNM3,2925
RIPK1,2016
ARHGDIB,606
SCARA3,1821
ARAP3,4635
CRK,915
RHOT2,1857
KAT2B,2499
CHRAC1,396
ZNF511,759
DNAH8,14124
MRPL15,891
TRIM29,1767
CD163L1,4362
CLUH,4047
AIF1L,453
PIGH,567
ARL8B,561
RUFY2,1821
FBXO22,1212
DIO2,822
SLC35F5,1572
NUP155,4176
FBXO34,2136
KBTBD8,1806
WNK2,6654
COL22A1,4881
SYT16,1938
PRKD1,2739
ATP2B2,3732
RAPGEF3,2772
RBM14,2010
FUCA2,1404
TMEM260,2124
WDR76,1881
TMEM132A,3072
IKZF3,1530
RAB44,3066
TAAR1,1020
EBF3,1890
MYOD1,963
GABPB1,1152
ARFGEF3,6534
EHMT1,3897
ARFGEF1,5550
TMEM134,588
UCMA,417
MSS51,1383
CCNJ,1152
FIGN,2280
SOD3,723
COQ10B,717
AFG2A,2682
EGLN2,1224
VTI1A,654
SNX4,1353
FAXC,1230
MTA1,2148
C1QTNF1,846
AKR1C4,972
CCDC179,207
IFITM5,399
QRSL1,1587
CCDC93,1896
ADGRB1,4755
DDX60L,5121
ZNF69,1701
TCIRG1,2493
LRP11,1503
ELOF1,252
ITGB3,2367
CNKSR3,1668
NDUFS6,375
TACC2,8847
TMEM41A,795
KIAA1549,5853
EPHX2,1668
DNAI2,1818
ZNF787,1149
ZNF718,1437
GPLD1,2523
AKR1D1,981
ISG20,546
LPP,1839
C9,1680
ATP6V1E2,681
ACOT4,1266
UBE2O,3879
CALR3,1155
LNX1,2187
SYNE3,2928
TEK,3375
ADGRE3,1959
COL2A1,4464
AQP9,888
C2orf74,564
STRIP2,2505
PLAC8,348
QRICH2,5664
LUZP2,1041
UMOD,1923
TMEM150A,816
PPP1R14D,438
RTN4RL1,1326
RAB30,612
SNRPA1,768
INTS2,3591
KLHL7,1761
RIN3,2958
CCND3,879
FBXW7,2124
NRG2,2553
ZNF582,1554
VAMP1,357
POMGNT2,1743
TUBA3D,1353
PPP1R2,618
PTP4A1,522
TYROBP,342
PPP2R2C,1344
LYPD6,516
LMBRD2,2088
SAA4,393
GALC,2058
GLS2,1809
COA5,225
MAST3,4044
MRFAP1,384
BTBD17,1437
WDFY3,10581
SDF2,636
C1QTNF2,858
SPOCK1,1320
FZD4,1614
JPT2,573
ACMSD,1011
NKAPD1,882
LYRM7,315
LRRC25,918
EMC6,333
PPP1R42,816
MEF2B,1107
WWC2,3579
DDIT4,699
ANKRD40CL,345
POU3F1,1356
SLIT1,4605
ALDH6A1,1608
CXXC5,969
PKIA,231
FREM1,6540
APPBP2,1758
AKR1B15,1035
SPG21,927
METTL8,1224
SDR42E1,1182
MMP16,1824
ZPBP,1056
HS3ST2,1104
CD72,1080
SRP19,435
CHST4,1161
EFR3A,2466
ZNF423,3879
ZNF773,1329
ITIH4,2793
ARAP1,4353
DOCK8,6300
CEACAM16,1278
COX11,831
ZNF263,2052
SLC35B4,996
ZNF846,1602
MARVELD1,522
UNC5B,2838
YIPF5,774
EMILIN1,3051
CRYM,945
SMYD4,2415
KIN,1182
AGFG2,1446
NWD2,5229
NUP62,1569
SYNDIG1L,717
PACRGL,747
BAG5,1344
MSH3,3414
GAN,1794
PANK1,1386
SLC48A1,441
VAMP5,351
RHBDL3,1215
CYB5B,453
PRKAG2,1710
CHAT,2247
MSRB3,558
PTPN21,3525
MIGA2,1782
GLG1,3540
ZNF471,1881
CEBPE,846
SPTSSA,216
RPS20,360
TEDC1,1488
ATRNL1,4140
TNNI3,633
ARPC2,903
UTP6,1794
JCAD,4080
WAC,1944
RASGRP4,2022
EN2,1002
PSD3,3144
ABLIM3,2052
HBM,426
RNASE9,615
LAMB1,5361
CCNDBP1,1083
HIRIP3,1671
LAG3,1578
EFS,1686
TRMO,1326
SLC35E3,942
TRIM9,2388
SIAH1,849
ADGRG6,3753
FRMPD1,4737
TOX,1581
TMPRSS12,1047
SLC47A2,1701
MEAK7,1371
KRT6A,1695
CNOT7,858
OLFML2A,1959
PIK3R1,2175
RNASEH1,861
GPD1,1050
CFAP95,690
ANKDD1A,1569
VAT1L,1260
CACTIN,2277
PCNX4,3519
FMNL1,3303
CPNE7,1677
ATP6V0A2,2571
LIMS4,1197
TTC8,1548
PLPPR2,1359
CRYGB,528
MCEE,531
OLR1,822
AKAP8L,1941
PAPSS2,1860
BCKDK,1239
TYRP1,1614
LMAN2L,1047
WTAP,1191
KLRC3,723
NACC2,1764
ATP6V0A1,2514
LHX3,1194
AFG2B,2262
TRPV4,2616
LRSAM1,2172
GLUD1,1677
RIMS1,5079
ALKAL1,390
ZNF454,1569
MAPDA,1068
GPT,1491
TFCP2L1,1440
NUP205,6039
CD3D,516
FLT4,4092
CXCL1,324
CFAP300,804
CFAP99,1941
SLC30A9,1707
ANKRD42,1584
BLM,4254
MIDN,1536
CAPS,570
RIMS2,4824
ZNF574,2691
DCD,333
LINGO3,1779
ZNF285,1773
ALKBH3,861
OSBPL8,2670
HSP90AA1,2199
PDIA6,1323
PPM1N,1293
LRRN1,2151
AGGF1,2145
NR2C2AP,420
FAM241B,366
